,class,RefusedBequest
84,com.zaxxer.hikari.metrics.dropwizard.CodaHaleMetricsTracker,0
85,com.zaxxer.hikari.pool.TestConnectionCloseBlocking.CustomMockDataSource,0
86,com.zaxxer.hikari.util.ConcurrentBag,0
87,com.zaxxer.hikari.pool.ConnectionRaceConditionTest.1,0
88,com.zaxxer.hikari.util.FastList.1,0
89,com.zaxxer.hikari.util.TestFastList,0
90,com.zaxxer.hikari.pool.ConnectionRaceConditionTest,0
91,com.zaxxer.hikari.pool.MiscTest,0
92,com.zaxxer.hikari.pool.ProxyLeakTask,0
93,com.zaxxer.hikari.util.ConcurrentBag.IBagStateListener,0
94,com.zaxxer.hikari.metrics.MetricsTrackerFactory,0
95,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactoryTest,0
96,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTracker,0
97,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactoryTest.1,0
98,com.zaxxer.hikari.util.UtilityElfTest,0
99,com.zaxxer.hikari.hibernate.HikariConfigurationUtil,0
100,com.zaxxer.hikari.pool.ShutdownTest.3,0
101,com.zaxxer.hikari.util.ClockSource.Factory,0
102,com.zaxxer.hikari.pool.ShutdownTest.2,0
103,com.zaxxer.hikari.pool.ShutdownTest.1,0
104,com.zaxxer.hikari.pool.TestConnections.1BadConnection,0
105,com.zaxxer.hikari.mocks.StubStatement,0
106,com.zaxxer.hikari.util.UtilityElf.DefaultThreadFactory,0
107,com.zaxxer.hikari.pool.TestJNDI.BogusContext,0
108,com.zaxxer.hikari.SQLExceptionOverride,0
109,com.zaxxer.hikari.pool.TestMetrics,0
110,com.zaxxer.hikari.metrics.micrometer.MicrometerMetricsTrackerFactory,0
111,com.zaxxer.hikari.pool.TestConnectionTimeoutRetry,0
112,com.zaxxer.hikari.pool.TestElf.FauxWebClassLoader,0
113,com.zaxxer.hikari.HikariJNDIFactory,0
114,com.zaxxer.hikari.pool.PoolBase.MetricsTrackerDelegate,0
115,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactory.RegistrationStatus,0
116,com.zaxxer.hikari.util.ConcurrentBag.IConcurrentBagEntry,0
117,com.zaxxer.hikari.pool.TestProxies,0
118,com.zaxxer.hikari.metrics.dropwizard.CodahaleHealthChecker.ConnectivityHealthCheck,0
119,com.zaxxer.hikari.util.ClockSource.NanosecondClockSource,0
120,com.zaxxer.hikari.util.TestFastList.1Bar,0
121,com.zaxxer.hikari.mocks.StubBaseConnection,0
122,com.zaxxer.hikari.pool.UnwrapTest,0
123,com.zaxxer.hikari.pool.TestElf.StringAppender,0
124,com.zaxxer.hikari.util.SuspendResumeLock,0
125,com.zaxxer.hikari.pool.TestElf,0
126,com.zaxxer.hikari.metrics.IMetricsTracker,0
127,com.zaxxer.hikari.pool.TestJNDI.BogusRef,0
128,com.zaxxer.hikari.pool.TestJavassistCodegen,0
129,com.zaxxer.hikari.pool.TestMetrics.FakeMetricRegistry,0
130,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTrackerFactory,0
131,com.zaxxer.hikari.pool.HikariPool.1,0
132,com.zaxxer.hikari.util.ClockSource.MillisecondClockSource,0
133,com.zaxxer.hikari.metrics.dropwizard.CodahaleHealthChecker,0
134,com.zaxxer.hikari.metrics.MetricsTracker,0
135,com.zaxxer.hikari.pool.TestMBean,0
136,com.zaxxer.hikari.metrics.prometheus.HikariCPCollector,0
137,com.zaxxer.hikari.osgi.OSGiBundleTest.ConditionalPaxExam,0
138,com.zaxxer.hikari.db.BasicPoolTest,0
139,com.zaxxer.hikari.pool.ProxyLeakTask.1,0
140,com.zaxxer.hikari.metrics.prometheus.HikariCPCollectorTest.1,0
141,com.zaxxer.hikari.pool.ProxyConnection,0
142,com.zaxxer.hikari.HikariConfig,0
143,com.zaxxer.hikari.pool.TestConnections.1,0
144,com.zaxxer.hikari.pool.TestConnectionTimeoutRetry.1,0
145,com.zaxxer.hikari.pool.TestConnectionTimeoutRetry.2,0
146,com.zaxxer.hikari.SQLExceptionOverride.Override,0
147,com.zaxxer.hikari.util.IsolationLevel,0
148,com.zaxxer.hikari.pool.TestConnectionTimeoutRetry.3,0
149,com.zaxxer.hikari.pool.ConnectionStateTest,0
150,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerTest,0
151,com.zaxxer.hikari.pool.StatementTest,0
152,com.zaxxer.hikari.pool.TestPropertySetter,0
153,com.zaxxer.hikari.pool.ProxyFactory,0
154,com.zaxxer.hikari.pool.ExceptionTest,0
155,com.zaxxer.hikari.pool.TestJNDI.BogusContext2,0
156,com.zaxxer.hikari.HikariPoolMXBean,0
157,com.zaxxer.hikari.pool.TestHibernate,0
158,com.zaxxer.hikari.util.TomcatConcurrentBagLeakTest.FauxWebContext,0
