file,class,method,fanin_x,fanout_x,wmc_x,loc_x,returnsQty_x,variablesQty_x,parametersQty_x,loopQty_x,anonymousClassesQty_x,innerClassesQty_x,ATFD_x,ATLD_x,LAA_x,FDP_x,line_x,fanin_y,fanout_y,wmc_y,loc_y,returnsQty_y,variablesQty_y,parametersQty_y,loopQty_y,anonymousClassesQty_y,innerClassesQty_y,ATFD_y,ATLD_y,LAA_y,FDP_y,line_y
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubDataSource.java,com.zaxxer.hikari.mocks.StubDataSource,setWaitTimeout/1[int],2,0,1,3,0,0,1,0,0,0,0.0,1.0,1.0,0.0,67,2,0,1,3,0,0,1,0,0,0,0.0,1.0,1.0,0.0,67
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubDataSource.java,com.zaxxer.hikari.mocks.StubDataSource,"getConnection/2[java.lang.String,java.lang.String]",0,1,1,3,1,0,2,0,0,0,0.0,1.0,1.0,0.0,144,0,1,1,3,1,0,2,0,0,0,0.0,1.0,1.0,0.0,144
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubDataSource.java,com.zaxxer.hikari.mocks.StubDataSource,getParentLogger/0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,105,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,105
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubDataSource.java,com.zaxxer.hikari.mocks.StubDataSource,setLogWriter/1[java.io.PrintWriter],0,0,1,3,0,0,1,0,0,0,0.0,1.0,1.0,0.0,85,0,0,1,3,0,0,1,0,0,0,0.0,1.0,1.0,0.0,85
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\TestConnections.java,com.zaxxer.hikari.pool.TestConnections.OverrideHandler,adjudicate/1[java.sql.SQLException],0,0,2,3,1,0,1,0,0,0,3.0,0.0,0.0,2.0,907,0,0,2,3,1,0,1,0,0,0,3.0,0.0,0.0,2.0,907
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\util\ClockSourceTest.java,com.zaxxer.hikari.util.ClockSourceTest,testClockSourceDisplay/0,0,3,1,15,0,10,0,0,0,0,0.0,0.0,-1.0,0.0,37,0,3,1,15,0,10,0,0,0,0,0.0,0.0,-1.0,0.0,37
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\PropertyElf.java,com.zaxxer.hikari.util.PropertyElf,"setTargetFromProperties/2[java.lang.Object,java.util.Properties]",9,2,5,15,1,3,2,0,0,0,2.0,1.0,0.33333334,2.0,47,9,2,5,15,1,3,2,0,0,0,2.0,1.0,0.33333334,2.0,47
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\PropertyElf.java,com.zaxxer.hikari.util.PropertyElf,"getProperty/2[java.lang.String,java.lang.Object]",1,0,3,17,3,4,2,0,0,0,6.0,0.0,0.0,3.0,93,1,0,3,17,3,4,2,0,0,0,6.0,0.0,0.0,3.0,93
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\PropertyElf.java,com.zaxxer.hikari.util.PropertyElf,copyProperties/1[java.util.Properties],1,0,1,5,1,3,1,0,0,0,1.0,0.0,0.0,1.0,113,1,0,1,5,1,3,1,0,0,0,1.0,0.0,0.0,1.0,113
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\PropertyElf.java,com.zaxxer.hikari.util.PropertyElf,getPropertyNames/1[java.lang.Class],3,0,6,19,1,3,1,1,0,0,5.0,0.0,0.0,3.0,70,3,0,6,19,1,3,1,1,0,0,5.0,0.0,0.0,3.0,70
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\PropertyElf.java,com.zaxxer.hikari.util.PropertyElf,PropertyElf/0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,43,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,43
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\util\PropertyElf.java,com.zaxxer.hikari.util.PropertyElf,"setProperty/4[java.lang.Object,java.lang.String,java.lang.Object,java.util.List]",1,0,12,45,0,7,4,0,0,0,18.0,1.0,0.05263158,11.0,120,1,0,12,45,0,7,4,0,0,0,18.0,1.0,0.05263158,11.0,120
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ConcurrentCloseConnectionTest.java,com.zaxxer.hikari.pool.ConcurrentCloseConnectionTest,testConcurrentClose/0,0,5,3,22,0,7,0,2,1,0,3.0,0.0,0.0,3.0,41,0,5,3,22,0,7,0,2,1,0,3.0,0.0,0.0,3.0,41
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusHistogramMetricsTrackerFactory.java,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactory,"registerCollector/2[com.zaxxer.hikari.metrics.prometheus.Collector,com.zaxxer.hikari.metrics.prometheus.CollectorRegistry]",1,0,2,5,0,0,2,0,0,0,1.0,0.0,0.0,1.0,68,1,0,2,5,0,0,2,0,0,0,1.0,0.0,0.0,1.0,68
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusHistogramMetricsTrackerFactory.java,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactory,"create/2[java.lang.String,com.zaxxer.hikari.metrics.PoolStats]",2,3,1,5,1,0,2,0,0,0,0.0,4.0,1.0,0.0,62,2,3,1,5,1,0,2,0,0,0,0.0,4.0,1.0,0.0,62
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusHistogramMetricsTrackerFactory.java,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactory,PrometheusHistogramMetricsTrackerFactory/0,1,0,1,3,0,0,0,0,0,0,1.0,0.0,0.0,1.0,49,1,0,1,3,0,0,0,0,0,0,1.0,0.0,0.0,1.0,49
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusHistogramMetricsTrackerFactory.java,com.zaxxer.hikari.metrics.prometheus.PrometheusHistogramMetricsTrackerFactory,PrometheusHistogramMetricsTrackerFactory/1[com.zaxxer.hikari.metrics.prometheus.CollectorRegistry],5,0,1,3,0,0,1,0,0,0,0.0,1.0,1.0,0.0,57,5,0,1,3,0,0,1,0,0,0,0.0,1.0,1.0,0.0,57
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\IsolationTest.java,com.zaxxer.hikari.pool.IsolationTest,testIsolation/0,0,6,1,16,0,3,0,0,0,0,8.0,0.0,0.0,3.0,33,0,6,1,16,0,3,0,0,0,0,8.0,0.0,0.0,3.0,33
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\IsolationTest.java,com.zaxxer.hikari.pool.IsolationTest,testNonIsolation/0,0,6,1,15,0,3,0,0,0,0,8.0,0.0,0.0,3.0,55,0,6,1,15,0,3,0,0,0,0,8.0,0.0,0.0,3.0,55
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testShutdownDuringInit/0,0,10,1,14,0,2,0,0,0,0,8.0,0.0,0.0,2.0,253,0,10,1,14,0,2,0,0,0,0,8.0,0.0,0.0,2.0,253
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testShutdown5/0,0,13,3,21,0,5,0,1,0,0,12.0,0.0,0.0,5.0,202,0,13,3,21,0,5,0,1,0,0,12.0,0.0,0.0,5.0,202
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,beforeTest/0,0,1,1,5,0,0,0,0,0,0,7.0,0.0,0.0,5.0,50,0,1,1,5,0,0,0,0,0,0,7.0,0.0,0.0,5.0,50
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testShutdown1/0,0,15,4,39,0,6,0,2,1,0,15.0,0.0,0.0,8.0,66,0,15,4,39,0,6,0,2,1,0,15.0,0.0,0.0,8.0,66
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,afterTest/0,0,1,1,5,0,0,0,0,0,0,7.0,0.0,0.0,5.0,58,0,1,1,5,0,0,0,0,0,0,7.0,0.0,0.0,5.0,58
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testShutdown2/0,0,14,2,20,0,3,0,0,0,0,12.0,0.0,0.0,5.0,117,0,14,2,20,0,3,0,0,0,0,12.0,0.0,0.0,5.0,117
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testShutdown3/0,0,13,2,19,0,3,0,0,0,0,12.0,0.0,0.0,5.0,147,0,13,2,19,0,3,0,0,0,0,12.0,0.0,0.0,5.0,147
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testShutdown4/0,0,14,3,18,0,3,0,1,0,0,9.0,0.0,0.0,5.0,176,0,14,3,18,0,3,0,1,0,0,9.0,0.0,0.0,5.0,176
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testThreadedShutdown/0,0,11,2,65,0,5,0,1,2,0,14.0,0.0,0.0,4.0,271,0,11,2,65,0,5,0,1,2,0,14.0,0.0,0.0,4.0,271
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,testAfterShutdown/0,0,9,2,17,0,2,0,0,0,0,7.0,0.0,0.0,3.0,232,0,9,2,17,0,2,0,0,0,0,7.0,0.0,0.0,3.0,232
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ShutdownTest.java,com.zaxxer.hikari.pool.ShutdownTest,threadCount/0,1,0,4,9,1,2,0,1,0,0,1.0,0.0,0.0,1.0,344,1,0,4,9,1,2,0,1,0,0,1.0,0.0,0.0,1.0,344
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubPoolStats.java,com.zaxxer.hikari.mocks.StubPoolStats,update/0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,14,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,14
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubPoolStats.java,com.zaxxer.hikari.mocks.StubPoolStats,StubPoolStats/1[long],5,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,8,5,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,8
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,recordConnectionUsageMillis/1[long],0,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,87,0,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,87
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,"createSummary/2[java.lang.String,java.lang.String]",0,0,1,3,1,0,2,0,0,0,0.0,0.0,-1.0,0.0,104,0,0,1,3,1,0,2,0,0,0,0.0,0.0,-1.0,0.0,104
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,"PrometheusMetricsTracker/3[java.lang.String,com.zaxxer.hikari.metrics.prometheus.CollectorRegistry,com.zaxxer.hikari.metrics.prometheus.HikariCPCollector]",1,1,1,9,0,0,3,0,0,0,0.0,6.0,1.0,0.0,59,1,1,1,9,0,0,3,0,0,0,0.0,6.0,1.0,0.0,59
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,recordConnectionTimeout/0,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,99,0,0,1,3,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,99
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,registerMetrics/1[com.zaxxer.hikari.metrics.prometheus.CollectorRegistry],1,0,2,8,0,0,1,0,0,0,1.0,0.0,0.0,1.0,70,1,0,2,8,0,0,1,0,0,0,1.0,0.0,0.0,1.0,70
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,recordConnectionAcquiredNanos/1[long],0,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,81,0,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,81
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,recordConnectionCreatedMillis/1[long],0,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,93,0,0,1,3,0,0,1,0,0,0,0.0,0.0,-1.0,0.0,93
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\metrics\prometheus\PrometheusMetricsTracker.java,com.zaxxer.hikari.metrics.prometheus.PrometheusMetricsTracker,close/0,0,1,1,7,0,0,0,0,0,0,0.0,5.0,1.0,0.0,119,0,1,1,7,0,0,0,0,0,0,0.0,5.0,1.0,0.0,119
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyPreparedStatement.java,com.zaxxer.hikari.pool.ProxyPreparedStatement,execute/0,0,1,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,41,0,1,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,41
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyPreparedStatement.java,com.zaxxer.hikari.pool.ProxyPreparedStatement,executeQuery/0,0,2,1,5,1,1,0,0,0,0,1.0,1.0,0.5,1.0,49,0,2,1,5,1,1,0,0,0,0,1.0,1.0,0.5,1.0,49
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyPreparedStatement.java,com.zaxxer.hikari.pool.ProxyPreparedStatement,"ProxyPreparedStatement/2[com.zaxxer.hikari.pool.ProxyConnection,java.sql.PreparedStatement]",0,0,1,3,0,0,2,0,0,0,0.0,0.0,-1.0,0.0,30,0,0,1,3,0,0,2,0,0,0,0.0,0.0,-1.0,0.0,30
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyPreparedStatement.java,com.zaxxer.hikari.pool.ProxyPreparedStatement,executeUpdate/0,0,1,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,58,0,1,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,58
C:\Users\syuuj\gitProject\HikariCP\src\main\java\com\zaxxer\hikari\pool\ProxyPreparedStatement.java,com.zaxxer.hikari.pool.ProxyPreparedStatement,executeLargeUpdate/0,0,1,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,66,0,1,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,66
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\pool\ConcurrentCloseConnectionTest.java,com.zaxxer.hikari.pool.ConcurrentCloseConnectionTest.1,call/0,0,2,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,60,0,2,1,4,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,60
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,getUnicodeStream/1[int],0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,189,0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,189
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,rowUpdated/0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,515,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,515
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,"updateRowId/2[int,java.sql.RowId]",0,0,1,2,0,0,2,0,0,0,0.0,0.0,-1.0,0.0,1001,0,0,1,2,0,0,2,0,0,0,0.0,0.0,-1.0,0.0,1001
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,getBoolean/1[int],0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,96,0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,96
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,insertRow/0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,764,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,764
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,getDouble/1[int],0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,138,0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,138
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,getLong/1[java.lang.String],0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,238,0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,238
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,clearWarnings/0,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,324,0,0,1,2,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,324
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,getConcurrency/0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,508,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,508
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,isWrapperFor/1[java.lang.Class],0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,61,0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,61
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,isAfterLast/0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,400,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,400
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,rowInserted/0,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,522,0,0,1,3,1,0,0,0,0,0,0.0,0.0,-1.0,0.0,522
C:\Users\syuuj\gitProject\HikariCP\src\test\java\com\zaxxer\hikari\mocks\StubResultSet.java,com.zaxxer.hikari.mocks.StubResultSet,getURL/1[int],0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,925,0,0,1,3,1,0,1,0,0,0,0.0,0.0,-1.0,0.0,925
