,class,GodClass
197,org.jkiss.dbeaver.registry.driver.DriverUtils.DriverScoreComparator,0.0
198,org.jkiss.dbeaver.ui.controls.resultset.internal.ResultSetMessages,0.0
199,org.jkiss.dbeaver.ui.controls.resultset.spreadsheet.SpreadsheetPresentation.SpreadsheetSelectionImpl,0.0
200,org.jkiss.dbeaver.registry.DataSourceAuthModelDescriptor,0.0
201,org.jkiss.dbeaver.model.gis.GisConstants,0.0
202,org.jkiss.dbeaver.ext.generic.model.GenericStructContainer,0.0
203,org.jkiss.dbeaver.model.navigator.DBNResource.1,0.0
204,org.jkiss.dbeaver.ext.oracle.model.OracleObjectPersistAction,0.0
205,org.jkiss.dbeaver.ui.editors.ProgressEditorPart.InitNodeVisualizer,0.0
206,org.jkiss.dbeaver.ui.dashboard.view.DashboardUpdater,0.0
207,org.jkiss.dbeaver.ui.editors.data.preferences.PrefPageResultSetMain.2,0.0
208,org.jkiss.dbeaver.ui.editors.data.preferences.PrefPageResultSetMain.1,0.0
209,org.jkiss.dbeaver.ext.greenplum.edit.GreenplumSchemaManager,0.0
210,org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksView.TaskCategoryNode,0.0
211,org.jkiss.dbeaver.runtime.net.GlobalProxySelector,0.0
212,org.jkiss.dbeaver.debug.DBGConstants,0.0
213,org.jkiss.dbeaver.ext.mssql.ui.config.SQLServerForeignKeyConfigurator,0.0
214,org.jkiss.dbeaver.model.admin.sessions.DBAServerSessionManager,0.0
215,org.jkiss.dbeaver.ui.EmptyAction,0.0
216,org.jkiss.dbeaver.tools.transfer.stream.StreamTransferConsumer.StreamExportSite,0.0
217,org.jkiss.dbeaver.ui.controls.resultset.StatusDetailsDialog.1,0.0
218,org.jkiss.dbeaver.ext.ui.locks.graph.LockGraphNodeEditPart,0.0
219,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.2,0.0
220,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.3,0.0
221,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.1,0.0
222,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.6,0.0
223,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.7,0.0
224,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.4,0.0
225,org.jkiss.dbeaver.ui.dialogs.driver.DriverManagerDialog.5,0.0
226,org.jkiss.dbeaver.ext.postgresql.model.PostgreInformation,0.0
227,org.jkiss.dbeaver.ext.oracle.model.OracleSynonym,0.0
228,org.jkiss.dbeaver.ui.editors.sql.convert.CopySourceCodeHandler.TargetFormatDialog.2,0.0
229,org.jkiss.dbeaver.model.impl.jdbc.JDBCException,0.0
230,org.jkiss.dbeaver.ui.editors.sql.convert.CopySourceCodeHandler.TargetFormatDialog.1,0.0
231,org.jkiss.dbeaver.ext.exasol.model.QueryTransformerFetchAll,0.0
232,org.jkiss.dbeaver.runtime.DBServiceConnections,0.0
233,org.jkiss.dbeaver.model.net.ssh.SSHAgentIdentity,0.0
234,org.jkiss.dbeaver.ext.mssql.tasks.SQLServerToolWithStatus,0.0
235,org.jkiss.dbeaver.ext.oracle.model.OracleDataFile,0.0
236,org.jkiss.dbeaver.ext.oracle.model.OraclePartitionBase.PartitionType,0.0
237,org.jkiss.dbeaver.ui.controls.StringEditorTable.3,0.0
238,org.jkiss.dbeaver.tasks.ui.nativetool.AbstractNativeToolWizard,0.0
239,org.jkiss.dbeaver.ui.controls.StringEditorTable.2,0.0
240,org.jkiss.dbeaver.ui.controls.StringEditorTable.5,0.0
241,org.jkiss.dbeaver.ui.controls.StringEditorTable.4,0.0
242,org.jkiss.dbeaver.ext.postgresql.tasks.PostgreToolTableTruncate,0.0
243,org.jkiss.dbeaver.ui.controls.StringEditorTable.1,0.0
244,org.jkiss.dbeaver.ext.oracle.model.OraclePrivTable,0.0
245,org.jkiss.dbeaver.ui.editors.text.handlers.TrimTextSpacesHandler,0.0
246,org.jkiss.dbeaver.ui.controls.StringEditorTable.6,0.0
247,org.jkiss.dbeaver.model.runtime.LoggingProgressMonitor,0.0
248,org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageNetworkHandler,0.0
249,org.jkiss.dbeaver.model.sql.SQLControlCommand,0.0
250,org.jkiss.dbeaver.ext.import_config.wizards.ImportDriverInfo,0.0
251,org.jkiss.dbeaver.ext.postgresql.edit.PostgreProcedureManager,0.0
252,org.jkiss.dbeaver.ui.editors.acl.internal.ACLMessages,0.0
253,org.jkiss.dbeaver.ui.editors.sql.handlers.SQLEditorHandlerNavigateQuery,0.0
254,org.jkiss.dbeaver.erd.ui.editor.ERDGraphicalViewer,0.0
255,org.jkiss.dbeaver.ui.editors.entity.EntityEditor.2,0.0
256,org.jkiss.dbeaver.ui.editors.entity.EntityEditor.1,0.0
257,org.jkiss.dbeaver.model.sql.SQLScriptProcessConstants,0.0
258,org.jkiss.dbeaver.model.access.DBARole,0.0
259,org.jkiss.dbeaver.ui.editors.entity.EntityEditor.4,0.0
260,org.jkiss.dbeaver.ui.editors.entity.EntityEditor.3,0.0
261,org.jkiss.dbeaver.ext.wmi.model.WMIValueMeta,0.0
262,org.jkiss.dbeaver.ext.mysql.model.MySQLCatalog,0.0
263,org.jkiss.dbeaver.model.impl.jdbc.exec.JDBCTransaction,0.0
264,org.jkiss.dbeaver.model.sql.SQLDialect,0.0
265,org.jkiss.dbeaver.ext.import_config.wizards.ImportConnectionInfo,0.0
266,org.jkiss.dbeaver.ui.controls.resultset.ResultSetJobAbstract,0.0
267,org.jkiss.dbeaver.model.sql.SQLStateType,0.0
268,org.jkiss.dbeaver.ui.editors.sql.templates.SQLProposalPosition,0.0
269,org.jkiss.dbeaver.ui.editors.text.DatabaseMarkerAnnotationModel,0.0
270,org.jkiss.dbeaver.ui.controls.ToolbarSeparatorContribution,0.0
271,org.jkiss.dbeaver.ui.editors.acl.ACLCommandChangePrivilege,0.0
272,org.jkiss.dbeaver.ui.editors.sql.syntax.SQLCompletionProcessor.Validator,0.0
273,org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree.10,0.0
274,org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree.12,0.0
275,org.jkiss.dbeaver.tasks.ui.view.DatabaseTasksTree.11,0.0
276,org.jkiss.dbeaver.ui.editors.sql.SQLEditorContributor,0.0
277,org.jkiss.dbeaver.ui.controls.PropertyPageStandard.1,0.0
278,org.jkiss.dbeaver.ui.actions.DataSourcePropertyTester.QMEventsHandler,0.0
279,org.jkiss.dbeaver.ui.navigator.dialogs.SelectDatabaseDialog,0.0
280,org.jkiss.dbeaver.model.impl.sql.AbstractSQLDialect,1.0
281,org.jkiss.dbeaver.ext.firebird.edit.FireBirdProcedureManager,0.0
282,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.8,0.0
283,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.9,0.0
284,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.6,0.0
285,org.jkiss.dbeaver.tools.transfer.stream.exporter.DataExporterSQL,0.0
286,org.jkiss.dbeaver.runtime.DBeaverNotifications.NotificationHandler,0.0
287,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.7,0.0
288,org.jkiss.dbeaver.ui.controls.lightgrid.LightGrid.GridNode,0.0
289,org.jkiss.dbeaver.model.exec.jdbc.JDBCCallableStatement,0.0
290,org.jkiss.dbeaver.runtime.properties.PropertySourceMap.ItemPropertyDescriptor,0.0
291,org.jkiss.dbeaver.ext.exasol.model.security.ExasolSecurityPolicy,1.0
292,org.jkiss.dbeaver.model.edit.DBEPrivateObjectEditor,0.0
293,org.jkiss.dbeaver.ext.format.sqlworkbenchj.SQLWorkbenchJConstants,0.0
294,org.jkiss.dbeaver.model.navigator.DBNDatabaseObject,0.0
295,org.jkiss.dbeaver.ext.oracle.model.OracleRole,0.0
296,org.jkiss.dbeaver.model.task.DBTTaskInitializer,0.0
297,org.jkiss.dbeaver.ui.controls.resultset.panel.aggregate.AggregateColumnsPanel.CopyAction,0.0
298,org.jkiss.dbeaver.ui.data.dialogs.ComplexObjectEditor.AddElementAction,0.0
299,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.1,0.0
300,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.4,0.0
301,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.5,0.0
302,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.2,0.0
303,org.jkiss.dbeaver.ui.gis.panel.SelectCRSAction,0.0
304,org.jkiss.dbeaver.ui.controls.querylog.QueryLogViewer.3,0.0
305,org.jkiss.dbeaver.ext.elasticsearch.ElasticsearchDataSourceProvider,0.0
306,org.jkiss.dbeaver.erd.model.ERDContentProviderDefault,0.0
307,org.jkiss.dbeaver.model.data.DBDDataReceiver,0.0
308,org.jkiss.dbeaver.ext.wmi.model.WMIContainer,0.0
309,org.jkiss.dbeaver.ui.navigator.itemlist.ObjectListControl.ViewerRenderer,0.0
310,org.jkiss.dbeaver.ext.mssql.edit.SQLServerProcedureManager,0.0
311,org.jkiss.dbeaver.ui.navigator.NavigatorPreferences.DoubleClickBehavior,0.0
312,org.jkiss.dbeaver.erd.ui.export.ERDExportRasterImage,0.0
313,org.jkiss.dbeaver.model.impl.data.ExecuteBatchImpl,0.0
314,org.jkiss.dbeaver.ui.internal.UINavigatorMessages,0.0
315,org.jkiss.dbeaver.model.impl.data.transformers.EpochTimeAttributeTransformer,0.0
316,org.jkiss.dbeaver.model.sql.parser.tokens.SQLParameterToken,0.0
317,org.jkiss.dbeaver.ext.mssql.model.generic.SQLServerGenericSchema,0.0
318,org.jkiss.dbeaver.ext.hive.model.HiveDataSourceInfo,0.0
319,org.jkiss.dbeaver.ext.postgresql.tasks.PostgreNativeToolHandler,0.0
320,org.jkiss.dbeaver.ext.postgresql.model.PostgreDatabase.EncodingCache,0.0
321,org.jkiss.dbeaver.ext.wmi.model.WMIClassMethod,0.0
322,org.jkiss.dbeaver.ui.editors.object.struct.EditForeignKeyPage.ColumnsMouseListener,0.0
323,org.jkiss.dbeaver.ui.actions.datasource.NewConnectionDriverSelectorContributor.NewConnectionAction,0.0
324,org.jkiss.dbeaver.ui.preferences.PrefPageProjectNetworkProfiles.HandlerBlock,0.0
325,org.jkiss.dbeaver.tasks.ui.view.TaskHandlerProperties,0.0
326,org.jkiss.dbeaver.ui.perspective.DBeaverPerspective,0.0
327,org.jkiss.dbeaver.model.struct.DBSEntityMethod,0.0
328,org.jkiss.dbeaver.tasks.ui.nativetool.NativeToolWizardPageLog,0.0
329,org.jkiss.dbeaver.ui.editors.entity.EntityEditor,1.0
330,org.jkiss.dbeaver.ui.editors.sql.registry.SQLPresentationDescriptor,0.0
331,org.jkiss.dbeaver.ui.editors.sql.templates.SQLDataTypeResolver,0.0
332,org.jkiss.dbeaver.ext.exasol.ui.config.ExasolConnectionDialog.1,0.0
333,org.jkiss.dbeaver.ui.INestedEditorSite,0.0
334,org.jkiss.dbeaver.model.app.DBPProject,0.0
335,org.jkiss.dbeaver.ui.editors.sql.syntax.SQLReconcilingStrategy.SQLScriptElementImpl,0.0
336,org.jkiss.dbeaver.registry.maven.versioning.ComparableVersion.StringItem,0.0
337,org.jkiss.dbeaver.ext.mssql.model.ServerType,0.0
338,org.jkiss.dbeaver.ui.data.IValueController.EditType,0.0
339,org.jkiss.dbeaver.core.DBeaverUI,0.0
340,org.jkiss.dbeaver.ext.postgresql.ui.editors.PostgreSourceViewEditor,0.0
341,org.jkiss.dbeaver.erd.ui.layout.GraphLayoutAuto,0.0
342,org.jkiss.dbeaver.ui.editors.object.struct.AttributesSelectorPage.6,0.0
343,org.jkiss.dbeaver.ext.postgresql.model.data.PostgreStructValueHandler,0.0
