,class,RefusedBequest
29,com.badlogic.gdx.utils.compression.rangecoder.Encoder,0.0
30,org.jbox2d.pooling.normal.MutableStack,0.0
31,com.badlogic.gdx.physics.bullet.linearmath.btHashString,0.0
32,com.badlogic.gdx.graphics.g3d.model.data.ModelData,0.0
33,com.badlogic.gdx.scenes.scene2d.ui.Container,0.0
34,org.jbox2d.pooling.normal.DefaultWorldPool,0.0
35,java.nio.DirectReadWriteByteBuffer,0.0
36,com.badlogic.gdx.tools.hiero.Hiero.EffectPanel.25,0.0
37,com.badlogic.gdx.math.collision.BoundingBox,0.0
38,com.badlogic.gdx.tools.hiero.Hiero.EffectPanel.24,0.0
39,com.badlogic.gdx.tools.hiero.Hiero.EffectPanel.26,0.0
40,com.badlogic.gdx.graphics.g3d.particles.ParticleSorter,0.0
41,com.badlogic.gdx.tools.hiero.Hiero.EffectPanel.23,0.0
42,com.badlogic.gdx.math.Intersector,0.0
43,com.badlogic.gdx.tools.hiero.Hiero.EffectPanel.22,0.0
44,com.badlogic.gdx.tests.NinePatchTest.TestPatch,0.0
45,com.badlogic.gdx.utils.TimeUtils,0.0
46,com.badlogic.gdx.backends.headless.HeadlessFiles,0.0
47,com.badlogic.gdx.physics.bullet.dynamics.btSliderConstraintDoubleData,0.0
48,com.badlogic.gdx.tests.YDownTest.MyActor.1,0.0
49,com.badlogic.gdx.tools.flame.EventManager.Listener,0.0
50,com.badlogic.gdx.graphics.g3d.shaders.BaseShader.Validator,0.0
51,com.badlogic.gdx.tests.box2d.ContactListenerTest,0.0
52,com.badlogic.gdx.physics.bullet.dynamics.btDynamicsWorldFloatData,0.0
53,com.badlogic.gdx.tests.TideMapAssetManagerTest,0.0
54,com.badlogic.gdx.physics.bullet.softbody.SWIGTYPE_p_btAlignedObjectArrayT_btSoftBody__RContact_t,0.0
55,com.badlogic.gdx.tools.bmfont.BitmapFontWriter,0.0
56,com.badlogic.gdx.physics.bullet.collision.btBox2dBox2dCollisionAlgorithm,0.0
57,MassData,0.0
58,com.badlogic.gdx.graphics.g3d.particles.ParticleEffectLoader.ParticleEffectLoadParameter,0.0
59,org.jbox2d.callbacks.TreeCallback,0.0
60,com.badlogic.gdx.physics.bullet.collision.GIM_RSORT_TOKEN_COMPARATOR,0.0
61,com.badlogic.gdx.utils.SortedIntList.NodePool,0.0
62,com.badlogic.gdx.tests.bullet.BulletEntity,0.0
63,com.badlogic.gdx.tests.TreeTest,0.0
64,com.badlogic.gdx.graphics.g3d.environment.PointLight,0.0
65,com.badlogic.gdx.graphics.g3d.particles.values.RangedNumericValue,0.0
66,com.badlogic.gdx.physics.bullet.softbody.SoftBodyClusterData,0.0
67,com.badlogic.gdx.physics.bullet.collision.btConvexCast,0.0
68,com.badlogic.gdx.backends.gwt.GwtFileHandle,0.0
69,com.badlogic.gdx.scenes.scene2d.ui.Touchpad,0.0
70,com.badlogic.gdx.setup.BuildScriptHelper.StringUtils,0.0
71,com.badlogic.gdx.graphics.g3d.shaders.BaseShader.LocalSetter,0.0
72,com.badlogic.gdx.physics.bullet.softbody.btSoftSoftCollisionAlgorithm,0.0
73,org.jbox2d.particle.ParticleSystem.ParticleBuffer,0.0
74,com.badlogic.gdx.tools.hiero.unicodefont.effects.OutlineZigzagEffect,0.0
75,com.badlogic.gdx.scenes.scene2d.ui.Slider.SliderStyle,0.0
76,java.nio.ReadOnlyHeapByteBuffer,0.0
77,com.badlogic.gdx.graphics.g3d.particles.influencers.RegionInfluencer,1.0
78,com.badlogic.gdx.backends.gwt.preloader.AssetDownloader,0.0
79,com.badlogic.gdx.tools.hiero.unicodefont.effects.DistanceFieldEffect,0.0
80,com.badlogic.gdx.utils.viewport.ExtendViewport,0.0
81,org.jbox2d.collision.broadphase.DynamicTree,0.0
82,com.badlogic.gdx.tools.flame.RegionInfluencerPanel.1,0.0
83,com.badlogic.gdx.physics.bullet.dynamics.btGeneric6DofSpring2Constraint,0.0
84,org.jbox2d.collision.DistanceOutput,0.0
85,com.badlogic.gdx.tests.extensions.FreeTypeMetricsTest,0.0
86,com.badlogic.gdx.physics.bullet.linearmath.GrahamVector3,0.0
87,com.badlogic.gdx.utils.ObjectLongMap.Keys,0.0
88,com.badlogic.gdx.physics.box2d.Box2DDebugRenderer,0.0
89,com.badlogic.gdx.tools.bmfont.BitmapFontWriter.FontInfo,0.0
90,com.badlogic.gdx.graphics.g2d.freetype.FreeTypeFontGeneratorLoader.FreeTypeFontGeneratorParameters,0.0
91,com.badlogic.gdx.tests.g3d.ShaderTest,0.0
92,com.badlogic.gdx.tests.AbstractTestWrapper.InputWrapper,0.0
93,com.badlogic.gdx.graphics.Texture,0.0
94,com.badlogic.gdx.tests.UISimpleTest.1,0.0
95,com.badlogic.gdx.physics.bullet.collision.btDbvtAabbMm,0.0
96,com.badlogic.gdx.tests.SortedSpriteTest.MySprite,0.0
97,com.badlogic.gdx.tests.ActionTest,0.0
98,com.badlogic.gdx.tests.InterpolationTest,0.0
99,org.jbox2d.dynamics.joints.DistanceJoint,0.0
100,com.badlogic.gdx.tests.bullet.GimpactTest,0.0
101,com.badlogic.gdx.graphics.VertexAttribute,0.0
102,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_f_p_void_size_t_size_t__p_void,0.0
103,com.badlogic.gdx.scenes.scene2d.utils.DragListener,0.0
104,com.badlogic.gdx.tools.imagepacker.ImagePacker.Node,0.0
105,com.badlogic.gdx.assets.AssetErrorListener,0.0
106,com.badlogic.gdx.tests.lwjgl3.Lwjgl3DebugStarter,0.0
107,com.badlogic.gdx.tools.flame.InfluencerPanel,0.0
108,com.badlogic.gdx.tests.g3d.MaterialEmissiveTest,0.0
109,java.util.zip.GZIPInputStream,0.0
110,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.9,0.0
111,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.8,0.0
112,com.badlogic.gdx.physics.bullet.collision.MyInternalTriangleIndexCallback,0.0
113,com.badlogic.gdx.backends.android.AndroidTouchHandler,0.0
114,com.badlogic.gdx.backends.android.DefaultAndroidInput.3.4.5,0.0
115,com.badlogic.gdx.graphics.glutils.VertexData,0.0
116,com.badlogic.gdx.tests.g3d.MultipleRenderTargetTest.Light,0.0
117,com.badlogic.gdx.utils.IntIntMap.Keys,0.0
118,com.badlogic.gdx.backends.gwt.GwtClipboard.ClipboardWriteHandler,0.0
119,com.badlogic.gdx.tools.hiero.unicodefont.effects.Effect,0.0
120,com.badlogic.gdx.math.WindowedMean,0.0
121,org.jbox2d.collision.ContactID.Type,0.0
122,org.jbox2d.callbacks.ParticleDestructionListener,0.0
123,com.badlogic.gdx.physics.bullet.collision.btCompoundFromGimpactShape,0.0
124,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.3,0.0
125,com.badlogic.gdx.assets.loaders.I18NBundleLoader.I18NBundleParameter,0.0
126,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.2,0.0
127,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.1,0.0
128,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.7,0.0
129,com.badlogic.gdx.physics.bullet.linearmath.btVector3DoubleData,0.0
130,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.6,0.0
131,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.5,0.0
132,com.badlogic.gdx.tests.g3d.shadows.system.classical.Pass2Shader.Setters.4,0.0
133,com.badlogic.gdx.physics.bullet.collision.btIntIndexData,0.0
134,com.badlogic.gdx.physics.bullet.extras.btStringArray.less,0.0
135,com.badlogic.gdx.scenes.scene2d.ui.TextArea,0.0
136,com.google.gwt.webgl.client.WebGLFramebuffer,0.0
137,com.badlogic.gdx.scenes.scene2d.ui.TextTooltip.TextTooltipStyle,0.0
138,com.badlogic.gdx.graphics.g3d.particles.ParticleSystem,0.0
139,com.badlogic.gdx.tests.AnnotationTest,0.0
140,com.badlogic.gdx.backends.android.AndroidMusic,0.0
141,com.badlogic.gdx.physics.bullet.collision.btConvexHullShape,1.0
142,com.badlogic.gdx.physics.bullet.collision.GIM_SCALAR_TYPES,0.0
143,com.badlogic.gdx.assets.loaders.PixmapLoader,0.0
144,com.badlogic.gdx.backends.lwjgl.audio.Wav,0.0
145,com.badlogic.gdx.physics.bullet.collision.btOptimizedBvhNodeDoubleData,0.0
146,com.badlogic.gdx.tests.extensions.FreeTypeTest,0.0
147,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_btAlignedObjectArrayT_btIndexedMesh_t,0.0
148,com.badlogic.gdx.physics.bullet.dynamics.Dynamics,0.0
149,com.badlogic.gdx.physics.bullet.softbody.SWIGTYPE_p_btAlignedObjectArrayT_btSoftBody__Link_t,0.0
150,com.badlogic.gdx.physics.bullet.collision.bt32BitAxisSweep3,0.0
151,org.jbox2d.dynamics.joints.DistanceJointDef,0.0
152,org.jbox2d.collision.shapes.ShapeType,0.0
153,com.badlogic.gdx.physics.bullet.softbody.btSoftBody.eVSolver,0.0
154,com.badlogic.gdx.setup.DependencyBank,0.0
155,com.badlogic.gdx.tests.LifeCycleTest,0.0
156,com.badlogic.gdx.utils.JsonValue.PrettyPrintSettings,0.0
157,com.badlogic.gdx.graphics.glutils.IndexData,0.0
158,com.badlogic.gdx.tests.superkoalio.SuperKoalio.1,0.0
159,com.badlogic.gdx.physics.bullet.collision.btCylinderShape,1.0
160,com.badlogic.gdx.tests.extensions.FreeTypeAtlasTest.FontMap,0.0
161,com.badlogic.gdx.physics.bullet.softbody.SWIGTYPE_p_int,0.0
162,com.badlogic.gdx.tests.gwt.client.GwtTestStarter,0.0
163,java.nio.ReadWriteHeapByteBuffer,0.0
164,com.badlogic.gdx.physics.bullet.collision.copy_elements_func,0.0
165,com.badlogic.gdx.scenes.scene2d.utils.ChangeListener,0.0
166,com.badlogic.gdx.utils.LongQueueTest,0.0
167,com.badlogic.gdx.maps.tiled.renderers.BatchTiledMapRenderer,0.0
168,com.google.gwt.webgl.client.WebGLUniformLocation,0.0
169,com.badlogic.gdx.scenes.scene2d.utils.ChangeListener.ChangeEvent,0.0
170,com.badlogic.gdx.tools.texturepacker.TextureUnpacker,0.0
171,com.badlogic.gdx.tests.utils.GdxTests,0.0
172,com.badlogic.gdx.tests.SelectTest.Dummy,0.0
173,java.io.StringWriter,0.0
174,com.badlogic.gdx.math.BezierTest,0.0
175,com.badlogic.gdx.graphics.g3d.model.data.ModelMeshPart,0.0
176,com.badlogic.gdx.scenes.scene2d.ui.Table.Debug,0.0
177,com.badlogic.gdx.tests.NoncontinuousRenderingTest.12.13,0.0
178,com.badlogic.gdx.backends.iosrobovm.custom.UIAccelerometer,0.0
179,com.badlogic.gdx.graphics.g3d.utils.shapebuilders.ArrowShapeBuilder,0.0
180,com.badlogic.gdx.physics.bullet.collision.btGimQuantizedBvhNodeArray,0.0
181,com.badlogic.gdx.scenes.scene2d.utils.ActorGestureListener,0.0
182,java.nio.LongBuffer,0.0
183,com.badlogic.gdx.graphics.g3d.particles.ParallelArray.ObjectChannel,0.0
184,com.badlogic.gdx.physics.bullet.collision.btQuantizedBvhNodeData,0.0
185,com.badlogic.gdx.tools.flame.GradientPanel.ColorSlider,0.0
186,com.badlogic.gdx.tests.QuadTreeFloatTest,0.0
187,com.badlogic.gdx.physics.bullet.collision.eGjkStatus,0.0
188,com.badlogic.gdx.tests.DelaunayTriangulatorTest.1,0.0
189,org.jbox2d.pooling.IDynamicStack,0.0
190,com.badlogic.gdx.utils.Predicate.PredicateIterable,0.0
191,com.badlogic.gdx.scenes.scene2d.Action,0.0
192,com.badlogic.gdx.physics.bullet.collision.btConcaveShape,0.0
193,com.badlogic.gdx.backends.lwjgl3.Lwjgl3Application.GLDebugMessageSeverity,0.0
194,com.badlogic.gdx.physics.bullet.collision.btGjkEpaSolver2.sResults.eStatus,0.0
195,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.1,0.0
196,com.badlogic.gdx.physics.bullet.linearmath.btScalarArray,0.0
197,com.badlogic.gdx.physics.bullet.softbody.fDrawFlags,0.0
198,com.badlogic.gdx.graphics.glutils.ShapeRenderer,0.0
199,com.badlogic.gdx.tests.VBOWithVAOPerformanceTest,0.0
200,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.5,0.0
201,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.4,0.0
202,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.3,0.0
203,com.badlogic.gdx.graphics.g3d.loader.ObjLoader.Group,0.0
204,com.badlogic.gdx.tests.bullet.CharacterTest,0.0
205,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.2,0.0
206,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.9,0.0
207,com.badlogic.gdx.physics.bullet.softbody.btSoftBodyTriangleCallback,0.0
208,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.8,0.0
209,com.badlogic.gdx.utils.ObjectLongMap,0.0
210,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.7,0.0
211,com.badlogic.gdx.graphics.g2d.TextureAtlas.TextureAtlasData.6,0.0
212,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceView20,0.0
213,com.badlogic.gdx.physics.bullet.dynamics.btRotationalLimitMotor,0.0
214,com.badlogic.gdx.graphics.g3d.model.data.ModelNode,0.0
215,com.badlogic.gdx.graphics.g3d.model.MeshPart,0.0
216,com.badlogic.gdx.graphics.g2d.PolygonRegion,0.0
217,com.badlogic.gdx.physics.bullet.inversedynamics.SWIGTYPE_p_btInverseDynamicsBullet3__JointType,0.0
218,com.badlogic.gdx.scenes.scene2d.ui.Button.1,0.0
219,com.badlogic.gdx.utils.SharedLibraryLoader,0.0
220,com.badlogic.gdx.physics.bullet.collision.btCollisionObject.AnisotropicFrictionFlags,0.0
221,com.badlogic.gdx.assets.loaders.BitmapFontLoader.BitmapFontParameter,0.0
222,com.badlogic.gdx.backends.android.AndroidGraphicsLiveWallpaper,0.0
223,com.badlogic.gdx.physics.bullet.collision.GIM_TRIANGLE_CONTACT,0.0
224,com.badlogic.gdx.physics.bullet.dynamics.btHinge2Constraint,0.0
225,com.badlogic.gdx.utils.compression.lzma.Encoder.LiteralEncoder,0.0
226,com.badlogic.gdx.physics.bullet.linearmath.btMatrix3x3,0.0
227,java.nio.BufferOverflowException,0.0
228,java.util.zip.InflaterInputStream,0.0
229,com.badlogic.gdx.net.NetJavaImpl.HttpClientResponse,0.0
230,org.jbox2d.particle.ParticleSystem.UpdateBodyContactsCallback,0.0
231,com.badlogic.gdx.assets.loaders.ShaderProgramLoader,0.0
232,com.badlogic.gdx.physics.bullet.linearmath.btHashPtr,0.0
233,com.badlogic.gdx.tests.TableTest.2,0.0
234,com.badlogic.gdx.tests.TableTest.1,0.0
235,com.badlogic.gdx.tools.etc1.ETC1Compressor.ETC1FileProcessor,0.0
236,com.badlogic.gdx.math.Interpolation,0.0
237,com.badlogic.gdx.physics.bullet.inversedynamics.SWIGTYPE_p_p_void,0.0
238,com.badlogic.gdx.physics.bullet.linearmath.btDefaultMotionState,0.0
239,com.badlogic.gdx.tests.bullet.ContactCallbackTest2,0.0
240,com.badlogic.gdx.tests.net.NetAPITest.6,0.0
241,com.badlogic.gdx.tests.net.NetAPITest.5,0.0
242,com.badlogic.gdx.tests.net.NetAPITest.8,0.0
243,com.badlogic.gdx.tests.net.NetAPITest.7,0.0
244,com.badlogic.gdx.tests.net.NetAPITest.2,0.0
245,com.badlogic.gdx.tests.net.NetAPITest.1,0.0
246,com.badlogic.gdx.physics.bullet.linearmath.ConvexH.HalfEdge,0.0
247,com.badlogic.gdx.tests.net.NetAPITest.4,0.0
248,com.badlogic.gdx.tests.net.NetAPITest.3,0.0
249,com.badlogic.gdx.tests.android.MatrixTest,0.0
250,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_PHY_ScalarType,0.0
251,com.badlogic.gdx.physics.box2d.joints.DistanceJoint,0.0
252,com.badlogic.gdx.graphics.g3d.RenderableProvider,0.0
253,com.badlogic.gdx.tests.android.LiveWallpaper,0.0
254,com.badlogic.gdx.graphics.g3d.attributes.FloatAttribute,0.0
255,com.badlogic.gdx.utils.ScreenUtils,0.0
256,com.badlogic.gdx.files.FileHandleStream,0.0
257,com.badlogic.gdx.backends.gwt.GwtFeaturePolicy,0.0
258,WheelJoint,0.0
259,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_f_p_q_const__btCollisionShape_p_q_const__btCollisionShape__bool,0.0
260,com.badlogic.gdx.net.NetJavaImpl.1,0.0
261,com.badlogic.gdx.physics.bullet.collision.btQuantizedBvhNode,0.0
262,com.badlogic.gdx.net.NetJavaImpl.2,0.0
263,com.badlogic.gdx.utils.viewport.ScreenViewport,0.0
264,com.badlogic.gdx.backends.iosrobovm.IOSGraphics.1,0.0
265,com.badlogic.gdx.backends.iosrobovm.custom.UIAccelerometer.UIAccelerometerPtr,0.0
266,com.badlogic.gdx.tests.extensions.FreeTypeFontLoaderTest,0.0
267,com.badlogic.gdx.utils.IntIntMap,0.0
268,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_unsigned_int,0.0
269,com.badlogic.gdx.physics.bullet.collision.btTriangleRaycastCallback,1.0
270,com.badlogic.gdx.maps.tiled.renderers.OrthogonalTiledMapRenderer,0.0
271,com.badlogic.gdx.backends.android.AndroidZipFileHandle,0.0
272,java.io.FilenameFilter,0.0
273,com.badlogic.gdx.tests.g3d.shadows.system.realistic.Pass1ShaderProvider,0.0
274,com.badlogic.gdx.physics.bullet.dynamics.btCharacterControllerInterface,1.0
275,com.badlogic.gdx.tests.box2d.SphereStack,0.0
276,com.badlogic.gdx.tests.IosTestWrapper.IosInstancer,0.0
277,com.badlogic.gdx.physics.bullet.dynamics.SWIGTYPE_p_btMatrixXT_float_t,0.0
278,com.badlogic.gdx.tools.hiero.Kerning,0.0
279,com.badlogic.gdx.tests.Box2DTestCollection,0.0
280,com.badlogic.gdx.physics.bullet.linearmath.SWIGTYPE_p_f_size_t__p_void,0.0
281,com.badlogic.gdx.scenes.scene2d.ui.CheckBox,0.0
282,com.badlogic.gdx.tests.android.WindowedTest.1,0.0
283,com.badlogic.gdx.tests.android.WindowedTest.2,0.0
284,org.jbox2d.collision.SeparationFunction,0.0
285,com.badlogic.gdx.physics.bullet.collision.btBroadphaseInterface,0.0
286,org.jbox2d.dynamics.contacts.ContactRegister,0.0
287,com.badlogic.gdx.physics.bullet.softbody.btSoftBody,0.0
288,com.badlogic.gdx.tools.particleeditor.NewSlider,0.0
289,com.badlogic.gdx.backends.iosrobovm.IOSGraphics.IOSMonitor,0.0
290,com.badlogic.gdx.tools.imagepacker.ImagePacker.1,0.0
291,com.badlogic.gdx.backends.gwt.GwtGL20Debug,0.0
292,com.badlogic.gdx.physics.bullet.collision.btGjkCollisionDescription,0.0
293,org.jbox2d.callbacks.DestructionListener,0.0
294,java.nio.HeapByteBuffer,0.0
295,com.badlogic.gdx.physics.bullet.collision.btCapsuleShapeData,0.0
296,com.badlogic.gdx.physics.bullet.extras.btWorldImporter,0.0
297,com.badlogic.gdx.tools.particleeditor.SpawnPanel.2,0.0
298,com.badlogic.gdx.tools.particleeditor.SpawnPanel.1,0.0
299,com.badlogic.gdx.graphics.glutils.FileTextureArrayData,0.0
300,com.badlogic.gdx.setup.ProjectFile,0.0
301,com.badlogic.gdx.tools.ktx.KTXProcessor,0.0
302,com.badlogic.gdx.tools.particleeditor.SpawnPanel.3,0.0
303,com.badlogic.gdx.tests.PathTest,0.0
304,com.badlogic.gdx.utils.Bits,0.0
305,com.badlogic.gdx.assets.AssetDescriptor,0.0
306,com.badlogic.gdx.tests.AnimationTest.Caveman,0.0
307,com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier.PolarAcceleration,0.0
308,com.badlogic.gdx.backends.lwjgl.DefaultLwjglInput.1.2,0.0
309,com.badlogic.gdx.backends.lwjgl.DefaultLwjglInput.1.3,0.0
310,com.badlogic.gdx.backends.lwjgl.DefaultLwjglInput.1.4,0.0
311,org.jbox2d.collision.Collision.EPCollider,0.0
312,com.badlogic.gdx.Net,0.0
313,com.badlogic.gdx.physics.bullet.linearmath.btTransformFloatData,0.0
314,com.badlogic.gdx.assets.loaders.resolvers.LocalFileHandleResolver,0.0
315,com.badlogic.gdx.physics.bullet.softbody.SoftBodyMaterialData,0.0
316,com.badlogic.gdx.physics.bullet.collision.btGjkPairDetector,1.0
317,com.badlogic.gdx.tools.bmfont.BitmapFontWriter.Padding,0.0
318,com.badlogic.gdx.physics.bullet.collision.BT_QUANTIZED_BVH_NODE,0.0
319,com.badlogic.gdx.backends.gwt.webaudio.WebAudioAPIManager,0.0
320,com.badlogic.gdx.graphics.g2d.PixmapPacker.Page,0.0
321,com.badlogic.gdx.physics.box2d.joints.GearJoint,0.0
322,com.badlogic.gdx.physics.bullet.collision.btPositionAndRadius,0.0
323,com.badlogic.gdx.physics.bullet.collision.btCollisionWorldImporter,0.0
324,com.badlogic.gdx.physics.bullet.softbody.btTriIndex,0.0
325,com.badlogic.gdx.physics.bullet.dynamics.btSimpleDynamicsWorld,0.0
326,com.badlogic.gdx.physics.bullet.collision.btDiscreteCollisionDetectorInterface.ClosestPointInput,0.0
327,com.badlogic.gdx.scenes.scene2d.Touchable,0.0
328,com.badlogic.gdx.physics.bullet.collision.btDbvt.IClone,0.0
329,java.io.OutputStreamWriter,0.0
330,com.badlogic.gdx.physics.bullet.collision.gim_contact_array,0.0
331,com.badlogic.gdx.scenes.scene2d.actions.RunnableAction,0.0
332,com.badlogic.gdx.tests.ComplexActionTest,0.0
333,com.badlogic.gdx.tests.bench.TiledMapBench,0.0
334,org.jbox2d.dynamics.joints.MouseJoint,0.0
335,com.badlogic.gdx.backends.lwjgl3.audio.Wav.Sound,0.0
336,com.badlogic.gdx.tools.particleeditor.NumericPanel,0.0
337,com.badlogic.gdx.physics.bullet.softbody.btSoftSoftCollisionAlgorithm.CreateFunc,0.0
338,com.badlogic.gdx.scenes.scene2d.ui.TextField.KeyRepeatTask,0.0
339,com.badlogic.gdx.backends.gwt.preloader.Preloader.FilePathFilter,0.0
340,com.badlogic.gdx.graphics.glutils.IndexBufferObjectSubData,0.0
341,com.badlogic.gdx.backends.gwt.GwtAudio,0.0
342,com.badlogic.gdx.scenes.scene2d.actions.EventAction.1,0.0
343,com.badlogic.gdx.physics.bullet.collision.btConeShapeData,0.0
344,com.badlogic.gdx.physics.bullet.softbody.SWIGTYPE_p_btAlignedObjectArrayT_btSoftBody__Node_p_t,0.0
345,com.badlogic.gdx.backends.android.AndroidGraphics.1,0.0
346,com.badlogic.gdx.physics.bullet.collision.SWIGTYPE_p_f_size_t__p_void,0.0
347,com.badlogic.gdx.scenes.scene2d.ui.ImageButton,0.0
348,com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerInfluencer.Random,0.0
349,com.badlogic.gwtref.client.Parameter,0.0
350,com.badlogic.gdx.tools.particleeditor.RangedNumericPanel,0.0
351,com.badlogic.gdx.tests.bullet.InternalTickTest.TestInternalTickCallback,0.0
352,com.badlogic.gdx.graphics.g2d.BitmapFont.BitmapFontData,0.0
353,com.badlogic.gdx.graphics.g2d.DistanceFieldFont,0.0
354,com.badlogic.gdx.net.NetJavaSocketImpl,0.0
355,com.badlogic.gdx.backends.lwjgl3.audio.Mp3.Music,0.0
356,com.badlogic.gdx.graphics.g3d.particles.values.RectangleSpawnShapeValue,0.0
357,com.badlogic.gdx.backends.headless.HeadlessNet,0.0
358,com.badlogic.gdx.physics.bullet.collision.btNodeOverlapCallback,0.0
359,com.badlogic.gdx.graphics.PerspectiveCamera,0.0
360,com.badlogic.gdx.physics.box2d.Manifold,0.0
361,com.badlogic.gdx.tests.OnscreenKeyboardTest,0.0
362,com.badlogic.gdx.tests.lwjgl3.Lwjgl3DebugStarter.1.2,0.0
363,com.badlogic.gdx.utils.ObjectIntMap.Keys,0.0
364,com.badlogic.gdx.setup.Executor,0.0
365,com.badlogic.gdx.graphics.glutils.KTXTextureData,0.0
366,com.badlogic.gdx.physics.bullet.collision.LocalRayResult,0.0
367,com.badlogic.gdx.math.Vector3Test,0.0
368,com.badlogic.gdx.tests.UBJsonTest,0.0
369,com.badlogic.gdx.physics.bullet.dynamics.btGeneric6DofConstraint,0.0
370,org.jbox2d.dynamics.Body,0.0
371,com.badlogic.gdx.setup.ExternalExtensionDependency,0.0
372,org.jbox2d.particle.ParticleSystem.NewIndices,0.0
373,com.badlogic.gdx.physics.bullet.dynamics.btGearConstraintDoubleData,0.0
374,com.badlogic.gdx.physics.bullet.dynamics.btConstraintSolverPoolMt,0.0
375,com.badlogic.gdx.tools.particleeditor.OptionsPanel,0.0
376,com.badlogic.gdx.backends.gwt.GwtSensor,0.0
377,com.badlogic.gdx.backends.iosrobovm.IOSGLES30,1.0
378,com.badlogic.gdx.physics.bullet.dynamics.btSliderConstraintData,0.0
379,com.badlogic.gdx.physics.bullet.collision.btHashedOverlappingPairCache,0.0
380,com.badlogic.gdx.tests.AbstractTestWrapper.Instancer,0.0
381,com.badlogic.gdx.tests.box2d.OneSidedPlatform.State,0.0
382,com.badlogic.gdx.physics.bullet.linearmath.SWIGTYPE_p_btAlignedObjectArrayT_btTypedConstraintData_p_t,0.0
383,com.badlogic.gdx.tools.flame.EmptyPanel,0.0
384,com.badlogic.gdx.tests.g3d.ModelCacheTest,0.0
385,com.badlogic.gdx.tests.Box2DCharacterControllerTest.CirclePlatform,0.0
