,class,RefusedBequest
40,io.vertx.core.FutureOperatorsTest,0.0
41,io.vertx.core.impl.launcher.commands.VersionCommand,0.0
42,io.vertx.core.metrics.impl.DummyVertxMetrics.DummyDatagramMetrics,0.0
43,io.vertx.core.http.impl.ws.WebSocketFrameInternal,0.0
44,io.vertx.core.spi.cluster.impl.selector.SelectorEntry,0.0
45,io.vertx.core.net.NetServerOptionsConverter,0.0
46,io.vertx.test.core.AsyncTestBaseTest.LateFailureReport,0.0
47,io.vertx.core.impl.future.PromiseImpl,0.0
48,io.vertx.core.impl.launcher.commands.BareCommandFactory,0.0
49,io.vertx.core.dns.impl.DnsClientImpl.1,0.0
50,io.vertx.core.file.NestedJarFileResolverTest,0.0
51,io.vertx.core.http.Http2ServerTest.TestClient.2,0.0
52,io.vertx.core.spi.metrics.SimpleVertxMetricsFactory,0.0
53,io.vertx.core.VertxStartFailureTest,0.0
54,io.vertx.core.net.impl.pool.SimpleConnectionPool.SetConcurrency,0.0
55,io.vertx.core.http.Http2CompressionTest,0.0
56,io.vertx.core.externals.MyVerticle,0.0
57,io.vertx.test.fakestream.FakeStream.Op,0.0
58,io.vertx.core.http.impl.ClientHttpEndpointBase,0.0
59,io.vertx.core.spi.metrics.VertxMetrics,0.0
60,io.vertx.benchmarks.ContextBenchmark.BaselineState,0.0
61,io.vertx.core.http.Http1xCompressionTest,0.0
62,io.vertx.core.eventbus.EventBusTestBase,0.0
63,io.vertx.test.fakedns.FakeDNSServer.8,0.0
64,io.vertx.core.buffer.impl.VertxByteBufAllocator.2,0.0
65,io.vertx.core.parsetools.RecordParser,0.0
66,io.vertx.test.fakedns.FakeDNSServer.7,0.0
67,io.vertx.core.buffer.impl.VertxByteBufAllocator.1,0.0
68,io.vertx.test.fakedns.FakeDNSServer.6,0.0
69,io.vertx.core.spi.metrics.MetricsContextTest.3.4,0.0
70,io.vertx.test.fakedns.FakeDNSServer.5,0.0
71,io.vertx.test.fakemetrics.HttpClientMetric,0.0
72,io.vertx.core.net.PemTrustOptions,0.0
73,io.vertx.test.fakedns.FakeDNSServer.4,0.0
74,io.vertx.test.fakedns.FakeDNSServer.3,0.0
75,io.vertx.core.impl.future.Composition,0.0
76,io.vertx.test.fakedns.FakeDNSServer.2,0.0
77,io.vertx.test.fakedns.FakeDNSServer.1,0.0
78,io.vertx.core.eventbus.DeliveryContext,0.0
79,io.vertx.core.shareddata.impl.SharedDataImpl.WrappedAsyncMap,0.0
80,io.vertx.core.json.jackson.JacksonCodec,0.0
81,io.vertx.core.net.impl.pool.SimpleConnectionPool.ListImpl,0.0
82,io.vertx.test.netty.TestLoggerFactory.1,0.0
83,io.vertx.core.eventbus.impl.MessageConsumerImpl,0.0
84,io.vertx.it.StreamRecording,0.0
85,io.vertx.core.VerticleFactoryTest.2.3,0.0
86,io.vertx.core.impl.verticle.CompilingClassLoader,0.0
87,io.vertx.core.http.ClientAuth,0.0
88,io.vertx.core.impl.logging.LoggerAdapter,0.0
89,io.vertx.core.impl.verticle.CustomJavaFileObject,0.0
90,io.vertx.core.http.impl.AssembledFullHttpRequest,0.0
91,io.vertx.core.eventbus.WriteHandlerLookupFailureTest.1,0.0
92,io.vertx.core.metrics.MetricsOptionsConverter,0.0
93,io.vertx.core.cli.impl.CLIConfiguratorTest.CommandForConvertedValueTest,0.0
94,io.vertx.core.eventbus.EventBusInterceptorTest,0.0
95,io.vertx.core.json.JacksonDatabindTest.Pojo,0.0
96,io.vertx.test.fakemetrics.FakePoolMetrics,0.0
97,io.vertx.core.shareddata.impl.LocalAsyncMapImpl.Holder,0.0
98,io.vertx.core.impl.GlobalEventExecutorNotificationTest.1,0.0
99,io.vertx.core.shareddata.impl.LocalAsyncLocks,0.0
100,io.vertx.core.http.impl.HttpClientImpl,0.0
101,io.vertx.core.buffer.impl.VertxBufferTest,0.0
102,io.vertx.core.spi.tracing.EventBusTracerTestBase,0.0
103,io.vertx.core.dns.AddressResolverOptions,0.0
104,io.vertx.core.net.NetTest.1MyVerticle,0.0
105,io.vertx.core.shareddata.ClusteredSharedCounterTest,0.0
106,io.vertx.core.streams.PipeTest,0.0
107,io.vertx.core.tracing.TracingOptionsConverter,0.0
108,io.vertx.core.cli.converters.BooleanConverter,0.0
109,io.vertx.core.impl.BlockedThreadChecker.1,0.0
110,io.vertx.core.buffer.BufferTest,0.0
111,io.vertx.core.json.JsonPOJOMapperTest.MyType,0.0
112,io.vertx.core.shareddata.AsyncMapTest.SomeSerializableObject,0.0
113,io.vertx.core.impl.GlobalEventExecutorNotificationTest.3,0.0
114,io.vertx.core.net.impl.ChannelProvider.1,0.0
115,io.vertx.core.impl.GlobalEventExecutorNotificationTest.2,0.0
116,io.vertx.core.net.impl.ChannelProvider.2,0.0
117,io.vertx.test.fakemetrics.FakeHttpClientMetrics.1,0.0
118,io.vertx.core.net.impl.ChannelProvider.3,0.0
119,io.vertx.core.impl.launcher.CommandLineUtils,0.0
120,io.vertx.core.SharedServersConcurrencyTest,0.0
121,io.vertx.core.eventbus.Message,0.0
122,io.vertx.core.eventbus.ClusteredEventBusTestBase.1.2,0.0
123,io.vertx.core.net.impl.pool.ConnectionPoolTest.ConnectionRequest,0.0
124,io.vertx.core.datagram.impl.PacketWriteStreamImpl,0.0
125,io.vertx.core.spi.metrics.MetricsProvider,0.0
126,io.vertx.benchmarks.CombinerExecutorBenchmark,0.0
127,io.vertx.core.net.impl.SelfSignedCertificateImpl,0.0
128,io.vertx.core.net.NetClientOptions,0.0
129,io.vertx.core.eventbus.EventBusTestBase.1,0.0
130,io.vertx.core.Launcher,0.0
131,io.vertx.core.impl.launcher.commands.Watcher,0.0
132,io.vertx.core.net.ProxyType,0.0
133,io.vertx.core.net.impl.pkcs1.PrivateKeyParser.DerParser,0.0
134,io.vertx.core.net.impl.pool.SimpleConnectionPool.Evict,0.0
135,io.vertx.core.eventbus.MessageConsumer,0.0
136,io.vertx.core.externals.SomeFactoryImplA,0.0
137,io.vertx.core.json.pointer.JsonPointer,0.0
138,io.vertx.core.eventbus.EventBusTestBase.2,0.0
139,io.vertx.core.net.impl.TrustAllTrustManager,0.0
140,io.vertx.core.datagram.impl.DatagramSocketImpl,0.0
141,io.vertx.core.eventbus.impl.codecs.NullMessageCodec,0.0
142,io.vertx.core.dns.impl.DnsClientImpl,0.0
143,io.vertx.core.json.JacksonDatabindTest,0.0
144,io.vertx.test.fakecluster.FakeClusterManager,0.0
145,io.vertx.core.parsetools.JsonEvent,0.0
146,io.vertx.core.eventbus.impl.MessageProducerImpl,0.0
147,io.vertx.core.http.HttpServerChannelInitializerTest,0.0
148,io.vertx.core.NamedWorkerPoolTest.1,0.0
149,io.vertx.core.CompositeFuture,0.0
150,io.vertx.test.core.RepeatRule,0.0
151,io.vertx.test.fakemetrics.FakeHttpServerMetrics,0.0
152,io.vertx.core.streams.impl.PumpImpl,0.0
153,io.vertx.core.http.HttpTestBase,0.0
154,io.vertx.core.NamedWorkerPoolTest.5,0.0
155,io.vertx.core.SharedServersConcurrencyTest.RestVerticle,0.0
156,io.vertx.core.net.impl.pool.SimpleConnectionPool.Acquire,0.0
157,io.vertx.core.NamedWorkerPoolTest.4,0.0
158,io.vertx.core.impl.launcher.commands.BareCommand,0.0
159,io.vertx.core.NamedWorkerPoolTest.3,0.0
160,io.vertx.core.http.impl.Http2ServerStream,0.0
161,io.vertx.core.NamedWorkerPoolTest.2,0.0
162,io.vertx.core.spi.metrics.DatagramSocketMetrics,0.0
163,io.vertx.core.NamedWorkerPoolTest.7,0.0
164,io.vertx.core.shareddata.impl.LockInternal,0.0
165,io.vertx.core.NamedWorkerPoolTest.6,0.0
166,io.vertx.core.impl.launcher.commands.CommandTestBase,0.0
167,io.vertx.core.eventbus.EventBusTestBase.MyReplyExceptionMessageCodec,0.0
168,io.vertx.core.impl.ConcurrentHashSet,0.0
169,io.vertx.core.spi.tracing.VertxTracer,0.0
170,io.vertx.core.http.impl.cgbystrom.FlashPolicyHandler.ParseState,0.0
171,examples.DNSExamples,0.0
172,io.vertx.core.impl.launcher.ServiceCommandLoaderTest,0.0
173,io.vertx.core.spi.launcher.CommandFactoryLookup,0.0
174,io.vertx.core.net.impl.pool.StressTest,0.0
175,io.vertx.core.spi.metrics.MetricsContextTest.5.6.7,0.0
176,io.vertx.test.verticles.TestVerticle,0.0
177,io.vertx.core.eventbus.impl.clustered.ClusteredEventBus,0.0
178,io.vertx.test.proxy.HttpProxy,0.0
179,io.vertx.core.VertxException,0.0
180,io.vertx.core.http.Http2ServerTest.6,0.0
181,io.vertx.core.LauncherTest.2,0.0
182,io.vertx.core.http.Http2ServerTest.7,0.0
183,io.vertx.core.LauncherTest.1,0.0
184,io.vertx.core.http.Http2ServerTest.8,0.0
185,io.vertx.core.http.Http2ServerTest.TestClient.2.3,0.0
186,io.vertx.core.impl.launcher.commands.FileSelectorTest,0.0
187,io.vertx.core.http.Http2ServerTest.9,0.0
188,io.vertx.core.eventbus.EventBusTestBase.MyPOJOEncoder1,0.0
189,io.vertx.core.http.Http2ServerTest.4,0.0
190,io.vertx.benchmarks.HeadersEncodeBenchmark.PublicEncoder,0.0
191,io.vertx.core.eventbus.EventBusTestBase.MyPOJOEncoder2,0.0
192,io.vertx.core.http.Http2ServerTest.5,0.0
193,io.vertx.benchmarks.HeadersEncodeBenchmark,0.0
194,io.vertx.core.http.Http2Settings,0.0
195,io.vertx.core.datagram.DatagramSocketOptionsConverter,0.0
196,io.vertx.core.metrics.impl.DummyVertxMetrics,0.0
197,io.vertx.core.LauncherTest.5,0.0
198,io.vertx.core.LauncherTest.4,0.0
199,io.vertx.core.WorkerExecutor,0.0
200,io.vertx.core.LauncherTest.3,0.0
201,io.vertx.it.Log4J2LogDelegateTest,0.0
202,io.vertx.core.net.impl.pool.SimpleConnectionPool.LeaseImpl,0.0
203,io.vertx.core.http.HttpFrame,0.0
204,io.vertx.core.impl.VertxFactoryTest,0.0
205,io.vertx.core.shareddata.SharedCounterTest,0.0
206,io.vertx.core.cli.MissingValueException,0.0
207,io.vertx.core.http.impl.ws.WebSocketFrameImpl,0.0
208,io.vertx.core.http.HttpRequestStreamTest,0.0
209,io.vertx.core.impl.VertxThread,0.0
210,io.vertx.core.json.JsonPOJOMapperTest.MyType2,0.0
211,io.vertx.core.json.JsonPOJOMapperTest.MyType3,0.0
212,io.vertx.core.http.impl.HttpServerConnectionHandler,0.0
213,io.vertx.core.http.Http2ClientTest.4.5,0.0
214,io.vertx.core.json.JsonArrayTest.SomeClass,0.0
215,io.vertx.core.file.ZipFileResolverTest,0.0
216,io.vertx.core.http.WebSocket,0.0
217,io.vertx.core.spi.tracing.ClusteredEventBusTracerTest,0.0
218,io.vertx.test.proxy.SocksProxy,0.0
219,io.vertx.core.http.impl.HttpRequestHead,0.0
220,io.vertx.core.cli.converters.Person4,0.0
221,io.vertx.core.impl.resolver.DnsResolverProvider.1.2.3,0.0
222,io.vertx.core.cli.converters.Person2,0.0
223,io.vertx.core.http.impl.HttpClientRequestImpl,0.0
224,io.vertx.core.cli.converters.Person3,0.0
225,io.vertx.core.impl.ClassLoaderHolder,0.0
226,examples.HTTPExamples,0.0
227,io.vertx.core.net.TrustManagerFactoryWrapper,0.0
228,io.vertx.test.core.BlockedThreadWarning.1,0.0
229,io.vertx.core.impl.FailoverCompleteHandler,0.0
230,io.vertx.core.net.KeyStoreOptions,0.0
231,io.vertx.core.http.RequestOptionsConverter,0.0
232,io.vertx.core.json.JsonArrayTest.1,0.0
233,io.vertx.core.spi.cluster.WrappedNodeSelector,0.0
234,io.vertx.core.http.impl.headers.Http2HeadersAdaptor.1,0.0
235,io.vertx.core.eventbus.ClusterHostTest.2,0.0
236,io.vertx.core.TimerTest.3,0.0
237,io.vertx.core.eventbus.ClusterHostTest.1,0.0
238,io.vertx.core.TimerTest.2,0.0
239,io.vertx.core.TimerTest.1,0.0
240,io.vertx.core.eventbus.ClusterHostTest.3,0.0
241,io.vertx.core.TimerTest.7,0.0
242,io.vertx.core.TimerTest.6,0.0
243,io.vertx.core.file.CopyOptionsConverter,0.0
244,io.vertx.core.datagram.DatagramSocket,0.0
245,io.vertx.core.TimerTest.5,0.0
246,io.vertx.core.TimerTest.4,0.0
247,io.vertx.core.net.impl.pool.SimpleConnectionPool.ConnectFailed,0.0
248,io.vertx.core.buffer.impl.VertxUnsafeHeapByteBuf,0.0
249,examples.EventBusExamples,0.0
250,io.vertx.core.net.impl.pkcs1.PrivateKeyParserTest,0.0
251,io.vertx.core.impl.launcher.commands.WatcherAbsolutePathTest,0.0
252,io.vertx.core.net.impl.pool.SimpleConnectionPool.ConnectSuccess,0.0
253,io.vertx.core.ServiceHelper,0.0
254,examples.cli.TypedCLIExamples.Person,0.0
255,io.vertx.core.http.Http2Test,0.0
256,io.vertx.core.buffer.impl.BufferImpl,0.0
257,io.vertx.core.http.impl.HttpUtils.CustomCompressor,0.0
258,io.vertx.core.impl.utils.ConcurrentCyclicSequenceTest,0.0
259,io.vertx.core.spi.metrics.MetricsContextTest.5,0.0
260,io.vertx.core.shareddata.Counter,0.0
261,io.vertx.core.AsyncResult,0.0
262,io.vertx.core.http.impl.AssembledLastHttpContent,0.0
263,io.vertx.core.spi.metrics.MetricsContextTest.8,0.0
264,io.vertx.core.net.SSLEngineTest,0.0
265,io.vertx.core.http.impl.headers.Http2HeadersAdaptor.2,0.0
266,io.vertx.core.DeploymentTest.10,0.0
267,io.vertx.test.verticles.ExtraCPVerticleAlreadyInParentLoader,0.0
268,io.vertx.core.spi.metrics.MetricsContextTest.1,0.0
269,io.vertx.core.net.impl.AsyncResolveConnectHelper,0.0
270,io.vertx.core.http.StreamPriority,0.0
271,io.vertx.core.shareddata.impl.LocalAsyncLocks.AsyncLock,0.0
272,io.vertx.core.spi.metrics.MetricsContextTest.3,0.0
273,io.vertx.core.dns.AddressResolverOptionsConverter,0.0
274,io.vertx.core.http.HttpTest.7,0.0
275,io.vertx.test.verticles.HAVerticle3,0.0
276,io.vertx.core.spi.ExecutorServiceFactory,0.0
277,io.vertx.core.http.HttpTest.5,0.0
278,io.vertx.test.verticles.HAVerticle1,0.0
279,io.vertx.core.http.HttpTest.6,0.0
280,io.vertx.test.verticles.FaultToleranceVerticle,0.0
281,io.vertx.test.verticles.HAVerticle2,0.0
282,io.vertx.core.http.HttpTest.3,0.0
283,io.vertx.core.net.NetClientOptionsConverter,0.0
284,io.vertx.core.http.HttpTest.4,0.0
285,io.vertx.core.http.HttpTest.1,0.0
286,io.vertx.core.http.HttpTest.2,0.0
287,io.vertx.core.json.JacksonTest,0.0
288,io.vertx.core.cli.impl.DefaultCLITest,0.0
289,io.vertx.core.json.JsonObject.Iter,0.0
290,io.vertx.core.VertxStartFailureTest.1,0.0
291,io.vertx.core.net.impl.VertxEventLoopGroup.EventLoopHolder,0.0
292,io.vertx.core.VertxStartFailureTest.3,0.0
293,io.vertx.core.VertxStartFailureTest.2,0.0
294,io.vertx.core.VertxStartFailureTest.4,0.0
295,io.vertx.core.http.impl.Http2UpgradedClientConnection,0.0
296,io.vertx.core.http.impl.HttpServerImpl,0.0
297,io.vertx.core.DeploymentTest.20,0.0
298,io.vertx.core.impl.BlockedThreadChecker.Task,0.0
299,io.vertx.core.impl.resolver.DnsResolverProvider,0.0
300,io.vertx.core.impl.launcher.commands.PriorityCommandTest,0.0
301,io.vertx.core.dns.impl.DnsClientImpl.Query,0.0
302,io.vertx.core.datagram.impl.DatagramSocketImpl.Connection,0.0
303,io.vertx.core.FutureTest.2,0.0
304,io.vertx.core.FutureTest.3,0.0
305,io.vertx.core.FutureTest.1,0.0
306,io.vertx.test.fakemetrics.SentMessage,0.0
307,io.vertx.core.spi.metrics.HttpServerMetrics,0.0
308,io.vertx.core.http.WebSocketTest.SocketMessages,0.0
309,io.vertx.core.impl.future.FutureImpl.ListenerArray,0.0
310,io.vertx.core.net.KeyManagerFactoryOptions,0.0
311,io.vertx.core.DeploymentTest.19,0.0
312,io.vertx.core.json.pointer.impl.JsonPointerTest,0.0
313,io.vertx.core.DeploymentTest.17,0.0
314,io.vertx.core.DeploymentTest.18,0.0
315,io.vertx.core.DeploymentTest.15,0.0
316,io.vertx.core.http.Http2ServerTest.1Anonymous,0.0
317,io.vertx.core.DeploymentTest.13,0.0
318,io.vertx.core.DeploymentTest.14,0.0
319,io.vertx.core.net.JdkSSLEngineOptions,0.0
320,io.vertx.core.FutureTestBase.Checker,0.0
321,io.vertx.core.http.Http2ServerTest.TestHttp1xOrH2CHandler,0.0
322,io.vertx.core.net.TCPSSLOptions,1.0
323,io.vertx.core.DeploymentTest.12,0.0
324,io.vertx.core.impl.DeploymentManager.DeploymentImpl,0.0
325,io.vertx.core.spi.cluster.impl.selector.Selectors,0.0
326,io.vertx.benchmarks.ConcurrentCyclicSequenceBenchmark,0.0
327,io.vertx.core.impl.launcher.commands.HelloCommand,0.0
328,io.vertx.core.ContextTaskTest,0.0
329,io.vertx.core.http.impl.HttpChannelConnector,0.0
330,io.vertx.core.http.impl.Http1xServerRequestHandler,0.0
331,io.vertx.core.spi.tracing.TracerTest,0.0
332,io.vertx.core.impl.verticle.PackageHelper,0.0
333,io.vertx.core.cli.Argument,0.0
334,io.vertx.core.http.impl.HttpResponseHead,0.0
335,io.vertx.core.eventbus.WriteHandlerLookupFailureTest,0.0
336,examples.HTTP2Examples,0.0
337,io.vertx.core.http.HttpServerOptionsConverter,0.0
338,io.vertx.core.file.FileSystemTest.ReadStrategy.1,0.0
339,io.vertx.core.cli.impl.DefaultCLI,0.0
340,io.vertx.core.shareddata.impl.LocalMapImpl.1,0.0
341,io.vertx.core.file.FileSystemTest.ReadStrategy.2,0.0
342,io.vertx.core.file.FileSystemTest.ReadStrategy.3,0.0
343,io.vertx.core.file.FileSystemTest,0.0
344,io.vertx.core.net.impl.pool.SemaphoreExecutor,0.0
345,io.vertx.core.eventbus.ClusteredEventBusTestBase.1MyHandler,0.0
346,io.vertx.it.Recording,0.0
347,io.vertx.core.net.impl.pool.PoolConnector.Listener,0.0
348,io.vertx.core.cli.TypedArgument,0.0
349,io.vertx.core.http.HttpClient,0.0
350,io.vertx.core.dns.DnsException,0.0
351,io.vertx.core.parsetools.impl.JsonParserImpl,0.0
352,io.vertx.core.json.JacksonTest.MyPojo,0.0
353,io.vertx.core.eventbus.impl.codecs.ReplyExceptionMessageCodec,0.0
354,io.vertx.core.spi.tracing.EventBusTracerTestBase.1,0.0
355,io.vertx.core.net.impl.pool.ConnectionPoolTest.Connection,0.0
356,io.vertx.core.http.impl.Http2ServerConnection.1,0.0
357,io.vertx.core.eventbus.ClusteredEventBusWithSSLTest,0.0
358,io.vertx.core.net.KeyCertOptions,0.0
359,io.vertx.core.http.impl.ServerWebSocketImpl,0.0
360,io.vertx.core.spi.metrics.Metrics,0.0
361,io.vertx.core.impl.launcher.commands.ExecUtilsTest,0.0
362,io.vertx.core.net.impl.pool.ConnectResult,0.0
363,io.vertx.core.spi.logging.LogDelegate,0.0
364,io.vertx.core.http.impl.Http1xServerConnection,0.0
365,io.vertx.core.shareddata.LocalSharedDataTest,0.0
366,io.vertx.core.net.ProxyErrorTest,0.0
367,io.vertx.core.AccessEventBusFromInitVerticleFactory,0.0
368,io.vertx.core.TimerTest,0.0
369,io.vertx.core.spi.tracing.LocalEventBusTracerTest,0.0
370,io.vertx.benchmarks.BenchmarkBase,0.0
371,io.vertx.test.fakedns.FakeDNSServer.TestDnsProtocolUdpCodecFactory.15,0.0
372,io.vertx.core.impl.VerticleManager,0.0
373,io.vertx.core.http.WebSocketBase,0.0
374,io.vertx.test.core.AsyncTestBase,0.0
375,io.vertx.core.http.Http2ServerTest.TestClient.TestClientHandlerBuilder,0.0
376,io.vertx.core.impl.future.FixedMapping,0.0
377,io.vertx.core.net.KeyStoreOptionsBase,0.0
378,io.vertx.core.impl.launcher.DefaultCommandTest.MyCommandWithoutName,0.0
379,io.vertx.core.AbstractVerticleTest,0.0
380,io.vertx.core.eventbus.impl.clustered.ClusteredHandlerHolder,0.0
381,io.vertx.core.json.JsonFactoryTest,0.0
382,io.vertx.core.spi.metrics.MetricsOptionsTest.1,0.0
383,io.vertx.core.file.impl.FileSystemImpl.10,0.0
384,io.vertx.core.impl.launcher.LauncherExtensibilityTest,0.0
385,io.vertx.core.spi.cluster.NodeInfoSerializationTest,0.0
386,io.vertx.core.http.Http2MetricsTest,0.0
387,io.vertx.core.eventbus.JsonEventBusTest,0.0
388,io.vertx.core.impl.launcher.commands.Hello2CommandFactory,0.0
389,io.vertx.test.fakemetrics.HttpServerMetric,0.0
390,io.vertx.core.net.impl.NetClientImpl,0.0
391,io.vertx.core.net.JksOptions,0.0
392,io.vertx.core.file.FileSystemOptionsTest,0.0
393,io.vertx.core.spi.observability.HttpRequest,0.0
394,io.vertx.core.impl.launcher.commands.StopCommand,0.0
395,io.vertx.core.cli.impl.CLIConfiguratorTest.CommandForDefaultValueTest,0.0
396,io.vertx.core.cli.OptionTest,0.0
397,io.vertx.core.http.impl.headers.HeadersMultiMap,0.0
398,io.vertx.test.fakemetrics.FakeDatagramSocketMetrics,0.0
399,io.vertx.test.core.TestUtils,0.0
400,io.vertx.core.file.impl.FileSystemImpl.19,0.0
401,io.vertx.core.net.impl.ChannelProvider,0.0
402,io.vertx.core.file.impl.FileSystemImpl.17,0.0
403,io.vertx.core.file.impl.FileSystemImpl.15,0.0
404,io.vertx.core.http.HttpTLSTest.7.9,0.0
405,io.vertx.core.file.impl.FileSystemImpl.16,0.0
406,io.vertx.core.http.HttpTLSTest.7.8,0.0
407,io.vertx.core.file.impl.FileSystemImpl.13,0.0
408,io.vertx.core.file.impl.FileSystemImpl.14,0.0
409,io.vertx.core.http.HttpUtilsTest,0.0
410,io.vertx.core.file.impl.FileSystemImpl.11,0.0
411,io.vertx.core.VertxOptionsTest,0.0
412,io.vertx.core.file.impl.FileSystemImpl.12,0.0
413,io.vertx.core.cli.converters.FromStringBasedConverter,0.0
414,io.vertx.core.impl.VertxImpl,0.0
415,io.vertx.core.LauncherTest,0.0
416,io.vertx.test.fakemetrics.FakeMetricsFactory,0.0
417,io.vertx.core.file.CopyOptions,0.0
418,examples.cli.TypedCLIExamples.PersonConverter,0.0
419,io.vertx.core.spi.launcher.Command,0.0
420,io.vertx.core.net.impl.NetSocketInternal,0.0
421,io.vertx.core.shareddata.LocalSharedDataTest.SomeOtherClass,0.0
422,io.vertx.test.faketracer.FakeTracerFactory,0.0
423,io.vertx.core.http.Http2ServerTest.TestClient.TestClientHandlerBuilder.1,0.0
424,io.vertx.core.spi.VertxThreadFactory.1,0.0
425,io.vertx.core.http.impl.Http2ServerRequest,0.0
426,io.vertx.core.impl.logging.LoggerFactory,0.0
427,io.vertx.core.http.HttpTLSTest.TLSTest,0.0
428,io.vertx.core.cli.impl.CLIConfiguratorTest.CommandForDescriptionTest,0.0
429,io.vertx.core.http.Http1xClientConnectionTest,0.0
430,io.vertx.core.spi.cluster.WrappedClusterManager,0.0
431,io.vertx.core.file.FileSystemTest.ReadStrategy,0.0
432,io.vertx.core.impl.launcher.commands.BareCommandTest,0.0
433,io.vertx.core.http.Http2ClientTest.12,0.0
434,io.vertx.core.http.Http2ClientTest.11,0.0
435,io.vertx.core.http.Http2ClientTest.10,0.0
436,io.vertx.core.http.Http2ClientTest.15,0.0
437,io.vertx.core.http.Http2ClientTest.14,0.0
438,io.vertx.core.net.PfxOptions,0.0
439,io.vertx.core.DeploymentTest.7.8,0.0
440,io.vertx.core.http.Http2ClientTest.13,0.0
441,io.vertx.core.shareddata.ClusteredAsynchronousLockTest,0.0
442,io.vertx.core.http.impl.Http1xServerResponse,0.0
443,io.vertx.core.VerticleFactoryTest.TestVerticleFactory,0.0
444,io.vertx.core.dns.impl.decoder.StartOfAuthorityRecord,0.0
445,examples.ParseToolsExamples.User,0.0
446,io.vertx.core.eventbus.impl.clustered.ClusteredEventBus.1,0.0
447,io.vertx.core.impl.VertxExecutorService,0.0
448,io.vertx.core.eventbus.EventBusOptions,0.0
449,io.vertx.core.file.impl.FileSystemImpl.20,0.0
450,io.vertx.core.file.impl.FileSystemImpl.21,0.0
451,io.vertx.core.impl.GlobalEventExecutorNotificationTest,0.0
452,io.vertx.core.http.HttpServerFileUpload,0.0
453,io.vertx.core.http.impl.HttpServerFileUploadImpl,0.0
454,io.vertx.test.fakemetrics.HandlerMetric,0.0
455,io.vertx.core.cli.converters.Converters,0.0
456,io.vertx.core.http.HttpConnectionEarlyResetTest,0.0
457,io.vertx.core.net.PemKeyCertOptionsConverter,0.0
458,io.vertx.core.cli.impl.CLIConfiguratorTest.CommandForMultipleArgumentTest,0.0
459,io.vertx.core.cli.UsageMessageFormatter,0.0
460,io.vertx.core.cli.impl.CLIConfiguratorTest.CLIWithSingleValue,0.0
461,io.vertx.core.http.impl.HttpServerImpl.HttpStreamHandler,0.0
462,io.vertx.core.json.JsonArrayTest,0.0
463,io.vertx.core.streams.WriteStreamTest.EndWithItemStreamAsync,0.0
464,io.vertx.core.eventbus.impl.HandlerHolder,0.0
465,docoverride.buffer.Examples,0.0
466,io.vertx.core.file.impl.FileSystemImpl.24,0.0
467,io.vertx.core.FakeFactoryImplA,0.0
468,io.vertx.core.VertxTest.2Hook,0.0
469,io.vertx.test.verticles.TestVerticle3,0.0
470,io.vertx.core.impl.resolver.DnsResolverProvider.1.2,0.0
