,class,GodClass
69,org.jsoup.parser.TokeniserState.29,0.0
70,org.jsoup.nodes.BuildEntities,0.0
71,org.jsoup.TextUtil,0.0
72,org.jsoup.select.Selector,0.0
73,org.jsoup.select.Evaluator.AttributeWithValueEnding,0.0
74,org.jsoup.select.Collector.FirstFinder,0.0
75,org.jsoup.select.StructuralEvaluator.ImmediatePreviousSibling,0.0
76,org.jsoup.nodes.BuildEntities.CharacterRef,0.0
77,org.jsoup.parser.TokeniserState.30,0.0
78,org.jsoup.safety.Safelist.AttributeValue,0.0
79,org.jsoup.helper.HttpConnection.KeyVal,0.0
80,org.jsoup.parser.HtmlTreeBuilderState.5,0.0
81,org.jsoup.parser.TokeniserState.35,0.0
82,org.jsoup.parser.HtmlTreeBuilderState.4,0.0
83,org.jsoup.parser.TokeniserState.36,0.0
84,org.jsoup.parser.HtmlTreeBuilderState.7,0.0
85,org.jsoup.parser.TokeniserState.37,0.0
86,org.jsoup.parser.HtmlTreeBuilderState.6,0.0
87,org.jsoup.parser.TokeniserState.38,0.0
88,org.jsoup.parser.HtmlTreeBuilderState.1,0.0
89,org.jsoup.parser.TokeniserState.31,0.0
90,org.jsoup.nodes.BuildEntities.ByName,0.0
91,org.jsoup.parser.TokeniserState.32,0.0
92,org.jsoup.nodes.AttributeTest,0.0
93,org.jsoup.parser.HtmlTreeBuilderState.3,0.0
94,org.jsoup.parser.TokeniserState.33,0.0
95,org.jsoup.parser.HtmlTreeBuilderState.2,0.0
96,org.jsoup.parser.TokeniserState.34,0.0
97,org.jsoup.integration.servlets.BaseServlet,0.0
98,org.jsoup.parser.CharacterReaderTest,0.0
99,org.jsoup.parser.HtmlTreeBuilderState.9,0.0
100,org.jsoup.parser.TokeniserState.39,0.0
101,org.jsoup.parser.HtmlTreeBuilderState.8,0.0
102,org.jsoup.nodes.Node,1.0
103,org.jsoup.safety.Safelist.TypedValue,0.0
104,org.jsoup.helper.DataUtil.BomCharset,0.0
105,org.jsoup.parser.HtmlTreeBuilderState,0.0
106,org.jsoup.integration.SafelistExtensionTest,0.0
107,org.jsoup.select.Evaluator.AttributeStarting,0.0
108,org.jsoup.parser.TokeniserState.40,0.0
109,org.jsoup.nodes.DataNode,0.0
110,org.jsoup.parser.TokeniserState.41,0.0
111,org.jsoup.select.SelectorTest,1.0
112,org.jsoup.nodes.Attributes,0.0
113,org.jsoup.helper.W3CDom,0.0
114,org.jsoup.parser.TokenQueueTest,0.0
115,org.jsoup.integration.servlets.InterruptedServlet,0.0
116,org.jsoup.parser.XmlTreeBuilder,0.0
117,org.jsoup.parser.TokeniserStateTest,0.0
118,org.jsoup.nodes.Document.OutputSettings,0.0
119,org.jsoup.select.CombiningEvaluator,0.0
120,org.jsoup.safety.CompatibilityTests,0.0
121,org.jsoup.select.Evaluator.ContainsData,0.0
122,org.jsoup.internal.Normalizer,0.0
123,org.jsoup.nodes.Attributes.Dataset.EntrySet,0.0
124,org.jsoup.nodes.Attributes.Dataset,0.0
125,org.jsoup.parser.TokeniserState.13,0.0
126,org.jsoup.parser.TokeniserState.14,0.0
127,org.jsoup.helper.Validate,0.0
128,org.jsoup.parser.TokeniserState.15,0.0
129,org.jsoup.parser.TokeniserState.16,0.0
130,org.jsoup.parser.TokeniserState.10,0.0
131,org.jsoup.parser.TokeniserState.11,0.0
132,org.jsoup.parser.TokeniserState.12,0.0
133,org.jsoup.parser.TokeniserState.17,0.0
134,org.jsoup.parser.TokeniserState.18,0.0
135,org.jsoup.parser.TokeniserState.19,0.0
136,org.jsoup.select.Evaluator.CssNthEvaluator,0.0
137,org.jsoup.select.TraversorTest.5,0.0
138,org.jsoup.parser.Token.Comment,0.0
139,org.jsoup.select.TraversorTest.4,0.0
140,org.jsoup.select.TraversorTest.3,0.0
141,org.jsoup.select.TraversorTest.2,0.0
142,org.jsoup.integration.servlets.SlowRider,0.0
143,org.jsoup.select.TraversorTest.1,0.0
144,org.jsoup.select.Evaluator.IsFirstOfType,0.0
145,org.jsoup.nodes.Element.NodeList,0.0
146,org.jsoup.examples.Wikipedia,0.0
147,org.jsoup.parser.ParseError,0.0
148,org.jsoup.safety.Safelist,1.0
149,org.jsoup.parser.TokeniserState.64,0.0
150,org.jsoup.parser.TokeniserState.65,0.0
151,org.jsoup.parser.TokeniserState.66,0.0
152,org.jsoup.parser.TreeBuilder,0.0
153,org.jsoup.parser.TokeniserState.67,0.0
154,org.jsoup.nodes.PseudoTextElement,0.0
155,org.jsoup.parser.TokeniserState.1,0.0
156,org.jsoup.integration.servlets.CookieServlet,0.0
157,org.jsoup.nodes.CommentTest,0.0
158,org.jsoup.parser.Parser,0.0
159,org.jsoup.select.Evaluator.IsEmpty,0.0
160,org.jsoup.integration.FuzzFixesTest,0.0
161,org.jsoup.integration.SessionTest,0.0
162,org.jsoup.parser.TokeniserState.7,0.0
163,org.jsoup.parser.TokeniserState.6,0.0
164,org.jsoup.parser.TokeniserState.9,0.0
165,org.jsoup.select.Evaluator.AttributeWithValueMatching,0.0
166,org.jsoup.parser.TokeniserState.8,0.0
167,org.jsoup.parser.TokeniserState.3,0.0
168,org.jsoup.parser.TokeniserState.2,0.0
169,org.jsoup.parser.TokeniserState.5,0.0
170,org.jsoup.parser.TokeniserState.4,0.0
171,org.jsoup.examples.ListLinks,0.0
172,org.jsoup.internal.StringUtil.1,0.0
173,org.jsoup.select.Evaluator.IsNthChild,0.0
174,org.jsoup.nodes.LeafNodeTest,0.0
175,org.jsoup.parser.HtmlTreeBuilderState.Constants,0.0
176,org.jsoup.safety.Safelist.TagName,0.0
177,org.jsoup.select.Evaluator.Class,0.0
178,org.jsoup.nodes.Attributes.1,0.0
179,org.jsoup.nodes.DocumentTest,0.0
180,org.jsoup.select.StructuralEvaluator.Has,0.0
181,org.jsoup.nodes.Node.OuterHtmlVisitor,0.0
182,org.jsoup.parser.Token,0.0
183,org.jsoup.safety.Cleaner.CleaningVisitor,0.0
184,org.jsoup.select.Evaluator.AttributeKeyPair,0.0
185,org.jsoup.integration.ParseTest,0.0
186,org.jsoup.select.Evaluator.IsNthLastOfType,0.0
187,org.jsoup.parser.Tag,0.0
188,org.jsoup.parser.Token.Character,0.0
189,org.jsoup.select.Evaluator.IsLastOfType,0.0
190,org.jsoup.parser.ParserTest,0.0
191,org.jsoup.select.Evaluator.Attribute,0.0
192,org.jsoup.integration.servlets.RedirectServlet,0.0
193,org.jsoup.internal.StringUtil.StringJoiner,0.0
194,org.jsoup.parser.XmlTreeBuilderTest,0.0
195,org.jsoup.select.NodeFilter.FilterResult,0.0
196,org.jsoup.Connection.KeyVal,0.0
197,org.jsoup.nodes.Entities,1.0
198,org.jsoup.parser.Token.CData,0.0
199,org.jsoup.select.Elements,1.0
200,org.jsoup.select.Evaluator.AttributeWithValueContaining,0.0
201,org.jsoup.select.Evaluator.AllElements,0.0
202,org.jsoup.parser.TokeniserState.46,0.0
203,org.jsoup.parser.TokeniserState.47,0.0
204,org.jsoup.parser.TokeniserState.48,0.0
205,org.jsoup.helper.HttpConnectionTest,0.0
206,org.jsoup.safety.CleanerTest,0.0
207,org.jsoup.parser.TokeniserState.49,0.0
208,org.jsoup.parser.TokeniserState.42,0.0
209,org.jsoup.nodes.TextNode,0.0
210,org.jsoup.parser.TokeniserState.43,0.0
211,org.jsoup.parser.TokeniserState.44,0.0
212,org.jsoup.select.Evaluator.AttributeWithValue,0.0
213,org.jsoup.nodes.BuildEntities.ByCode,0.0
214,org.jsoup.nodes.ElementTest.1,0.0
215,org.jsoup.parser.TokeniserState.45,0.0
216,org.jsoup.nodes.ElementTest.2,0.0
217,org.jsoup.select.Evaluator.AttributeWithValueNot,0.0
218,org.jsoup.parser.ParseErrorList,0.0
219,org.jsoup.nodes.FormElementTest,0.0
220,org.jsoup.nodes.Element.1,0.0
221,org.jsoup.nodes.Element.2,0.0
222,org.jsoup.SerializationException,0.0
223,org.jsoup.select.CombiningEvaluator.Or,0.0
224,org.jsoup.select.Evaluator.ContainsText,0.0
225,org.jsoup.Connection.Base,0.0
226,org.jsoup.nodes.EntitiesTest,0.0
227,org.jsoup.parser.TokeniserState.50,0.0
228,org.jsoup.parser.TokeniserState.51,0.0
229,org.jsoup.select.Evaluator.IsNthOfType,0.0
230,org.jsoup.select.Evaluator.Id,0.0
231,org.jsoup.integration.ConnectTest,1.0
232,org.jsoup.parser.TokeniserState.52,0.0
233,org.jsoup.parser.TagTest,0.0
234,org.jsoup.select.StructuralEvaluator.PreviousSibling,0.0
235,org.jsoup.parser.TokeniserState.57,0.0
236,org.jsoup.safety.Whitelist,0.0
237,org.jsoup.parser.TokeniserState.58,0.0
238,org.jsoup.parser.TokeniserState.59,0.0
239,org.jsoup.examples.HtmlToPlainText.FormattingVisitor,0.0
240,org.jsoup.parser.TokeniserState.53,0.0
241,org.jsoup.select.Collector,0.0
242,org.jsoup.select.Collector.Accumulator,0.0
243,org.jsoup.parser.TokeniserState.54,0.0
244,org.jsoup.parser.TokeniserState.55,0.0
245,org.jsoup.nodes.Attributes.Dataset.DatasetIterator,0.0
246,org.jsoup.parser.TokeniserState.56,0.0
247,org.jsoup.select.StructuralEvaluator.Not,0.0
248,org.jsoup.internal.ConstrainableInputStream,0.0
249,org.jsoup.parser.CharacterReader,0.0
250,org.jsoup.select.Evaluator.IsFirstChild,0.0
251,org.jsoup.parser.TokeniserState.60,0.0
252,org.jsoup.parser.TokeniserState.61,0.0
253,org.jsoup.parser.TokeniserState.62,0.0
254,org.jsoup.parser.TokeniserState.63,0.0
255,org.jsoup.select.StructuralEvaluator.Root,0.0
256,org.jsoup.helper.HttpConnection.Response,0.0
257,org.jsoup.select.NodeVisitor,0.0
258,org.jsoup.safety.Safelist.Protocol,0.0
259,org.jsoup.helper.ValidateTest,0.0
260,org.jsoup.parser.Token.EOF,0.0
261,org.jsoup.parser.Token.StartTag,0.0
262,org.jsoup.select.Evaluator.AttributeWithValueStarting,0.0
263,org.jsoup.nodes.DocumentType,0.0
264,org.jsoup.Connection.Request,0.0
265,org.jsoup.examples.HtmlToPlainText,0.0
266,org.jsoup.HttpStatusException,0.0
267,org.jsoup.select.QueryParser,0.0
268,org.jsoup.parser.HtmlTreeBuilderState.23,0.0
269,org.jsoup.nodes.NodeUtils,0.0
270,org.jsoup.parser.HtmlTreeBuilderState.22,0.0
271,org.jsoup.select.Evaluator.Matches,0.0
272,org.jsoup.select.Evaluator.IsOnlyChild,0.0
273,org.jsoup.integration.FuzzFixesIT,0.0
274,org.jsoup.nodes.ElementIT,0.0
275,org.jsoup.Connection.Method,0.0
276,org.jsoup.UncheckedIOException,0.0
277,org.jsoup.integration.SafelistExtensionTest.OpenSafelist,0.0
278,org.jsoup.helper.HttpConnection.Base,0.0
279,org.jsoup.parser.TokenQueue,0.0
280,org.jsoup.parser.ParseSettings,0.0
281,org.jsoup.select.NodeFilter,0.0
282,org.jsoup.parser.HtmlTreeBuilderState.21,0.0
283,org.jsoup.parser.HtmlTreeBuilderState.20,0.0
284,org.jsoup.parser.HtmlTreeBuilderState.12,0.0
285,org.jsoup.parser.HtmlTreeBuilderState.11,0.0
286,org.jsoup.parser.HtmlTreeBuilderState.14,0.0
287,org.jsoup.parser.HtmlTreeBuilderState.13,0.0
288,org.jsoup.parser.AttributeParseTest,0.0
289,org.jsoup.parser.HtmlTreeBuilderState.16,0.0
290,org.jsoup.helper.W3CDom.W3CBuilder,0.0
291,org.jsoup.parser.HtmlTreeBuilderState.15,0.0
292,org.jsoup.parser.HtmlTreeBuilderState.18,0.0
293,org.jsoup.parser.HtmlTreeBuilderState.17,0.0
294,org.jsoup.parser.HtmlTreeBuilderState.19,0.0
295,org.jsoup.select.Evaluator.ContainsOwnText,0.0
296,org.jsoup.nodes.NodeTest.1,0.0
297,org.jsoup.parser.TokeniserState,0.0
298,org.jsoup.integration.servlets.Deflateservlet,0.0
299,org.jsoup.select.Evaluator.IndexLessThan,0.0
300,org.jsoup.internal.ConstrainableInputStreamTest,0.0
301,org.jsoup.nodes.Entities.EscapeMode,0.0
302,org.jsoup.nodes.DocumentTypeTest,0.0
303,org.jsoup.select.QueryParserTest,0.0
304,org.jsoup.select.Evaluator.MatchText,0.0
305,org.jsoup.parser.HtmlTreeBuilderState.10,0.0
306,org.jsoup.safety.Cleaner.ElementMeta,0.0
307,org.jsoup.MultiLocaleExtension,0.0
308,org.jsoup.integration.servlets.HelloServlet,0.0
309,org.jsoup.select.Evaluator,0.0
310,org.jsoup.integration.SessionIT.ThreadCatcher,0.0
311,org.jsoup.nodes.AttributesTest,0.0
312,org.jsoup.Connection,0.0
313,org.jsoup.select.Evaluator.IsRoot,0.0
314,org.jsoup.nodes.CDataNode,0.0
315,org.jsoup.select.StructuralEvaluator.Parent,0.0
316,org.jsoup.select.Evaluator.IsLastChild,0.0
317,org.jsoup.nodes.NodeTest,0.0
318,org.jsoup.select.Evaluator.IsNthLastChild,0.0
319,org.jsoup.parser.TokeniserTest,0.0
320,org.jsoup.parser.Token.TokenType,0.0
321,org.jsoup.select.ElementsTest,0.0
322,org.jsoup.nodes.Attribute,0.0
323,org.jsoup.integration.Benchmark,0.0
324,org.jsoup.integration.servlets.EchoServlet,0.0
