,class,RefusedBequest
77,redis.clients.jedis.BinaryJedisCluster.127,0.0
78,redis.clients.jedis.BinaryJedisCluster.126,0.0
79,redis.clients.jedis.commands.BinaryScriptingCommands,0.0
80,redis.clients.jedis.BinaryJedisCluster.136,0.0
81,redis.clients.jedis.BinaryJedisCluster.135,0.0
82,redis.clients.jedis.exceptions.JedisClusterException,0.0
83,redis.clients.jedis.BinaryJedisCluster.134,0.0
84,redis.clients.jedis.BinaryJedisCluster.133,0.0
85,redis.clients.jedis.BinaryJedisCluster.132,0.0
86,redis.clients.jedis.BinaryJedisCluster.131,0.0
87,redis.clients.jedis.tests.KeyMergeUtilTest,0.0
88,redis.clients.jedis.BinaryJedisCluster.130,0.0
89,redis.clients.jedis.StreamEntryID.2,0.0
90,redis.clients.jedis.StreamEntryID.3,0.0
91,redis.clients.jedis.BinaryJedisCluster.89,0.0
92,redis.clients.jedis.BinaryJedisCluster.88,0.0
93,redis.clients.jedis.BinaryJedisCluster.87,0.0
94,redis.clients.jedis.BinaryJedisCluster.86,0.0
95,redis.clients.jedis.tests.commands.AllKindOfValuesCommandsTest,0.0
96,redis.clients.jedis.BinaryJedisCluster.85,0.0
97,redis.clients.jedis.BinaryJedisCluster.84,0.0
98,redis.clients.jedis.BinaryJedisCluster.83,0.0
99,redis.clients.jedis.BinaryJedisCluster.93,0.0
100,redis.clients.jedis.BinaryJedisCluster.92,0.0
101,redis.clients.jedis.BinaryJedisCluster.91,0.0
102,redis.clients.jedis.BinaryJedisCluster.90,0.0
103,redis.clients.jedis.StreamEntryID.1,0.0
104,redis.clients.jedis.BinaryJedisCluster.139,0.0
105,redis.clients.jedis.BinaryJedisCluster.138,0.0
106,redis.clients.jedis.BinaryJedisCluster.137,0.0
107,redis.clients.jedis.BinaryJedisCluster.147,0.0
108,redis.clients.jedis.BinaryJedisCluster.146,0.0
109,redis.clients.jedis.BinaryJedisCluster.145,0.0
110,redis.clients.jedis.BinaryJedisCluster.144,0.0
111,redis.clients.jedis.BinaryJedisCluster.143,0.0
112,redis.clients.jedis.BinaryJedisCluster.142,0.0
113,redis.clients.jedis.BinaryJedisCluster.141,0.0
114,redis.clients.jedis.BinaryJedisCluster.140,0.0
115,redis.clients.jedis.JedisCluster,0.0
116,redis.clients.jedis.BinaryJedisCluster.79,0.0
117,redis.clients.jedis.BinaryJedisCluster.78,0.0
118,redis.clients.jedis.BinaryJedisCluster.77,0.0
119,redis.clients.jedis.BinaryJedisCluster.76,0.0
120,redis.clients.jedis.commands.JedisClusterBinaryScriptingCommands,0.0
121,redis.clients.jedis.BinaryJedisCluster.75,0.0
122,redis.clients.jedis.BinaryJedisCluster.74,0.0
123,redis.clients.jedis.BinaryJedisCluster.73,0.0
124,redis.clients.jedis.BinaryJedisCluster.72,0.0
125,redis.clients.jedis.BinaryJedisCluster.82,0.0
126,redis.clients.jedis.BinaryJedisCluster.81,0.0
127,redis.clients.jedis.BinaryJedisCluster.80,0.0
128,redis.clients.jedis.commands.MultiKeyBinaryRedisPipeline,0.0
129,redis.clients.jedis.StreamEntry,0.0
130,redis.clients.jedis.BinaryJedisCluster.149,0.0
131,redis.clients.jedis.BinaryJedisCluster.148,0.0
132,redis.clients.jedis.BinaryJedisCluster.158,0.0
133,redis.clients.jedis.BinaryJedisCluster.157,0.0
134,redis.clients.jedis.BinaryJedisCluster.156,0.0
135,redis.clients.jedis.BinaryJedisCluster.155,0.0
136,redis.clients.jedis.GeoRadiusResponse,0.0
137,redis.clients.jedis.params.XAutoClaimParams,0.0
138,redis.clients.jedis.BinaryJedisCluster.154,0.0
139,redis.clients.jedis.BinaryJedisCluster.153,0.0
140,redis.clients.jedis.BinaryJedisCluster.152,0.0
141,redis.clients.jedis.BinaryJedisCluster.69,0.0
142,redis.clients.jedis.BinaryJedisCluster.151,0.0
143,redis.clients.jedis.BinaryJedisCluster.150,0.0
144,redis.clients.jedis.BinaryJedisCluster.68,0.0
145,redis.clients.jedis.BinaryJedisCluster.67,0.0
146,redis.clients.jedis.BinaryJedisCluster.66,0.0
147,redis.clients.jedis.BinaryJedisCluster.65,0.0
148,redis.clients.jedis.BinaryJedisCluster.64,0.0
149,redis.clients.jedis.BinaryJedisCluster.63,0.0
150,redis.clients.jedis.BinaryJedisCluster.62,0.0
151,redis.clients.jedis.BinaryJedisCluster.61,0.0
152,redis.clients.jedis.BinaryJedisCluster.71,0.0
153,redis.clients.jedis.BinaryJedisCluster.70,0.0
154,redis.clients.jedis.tests.commands.BitCommandsTest,0.0
155,redis.clients.jedis.Jedis,0.0
156,redis.clients.jedis.JedisShardInfo,0.0
157,redis.clients.jedis.tests.benchmark.HashingBenchmark,0.0
158,redis.clients.jedis.tests.PipeliningTest,0.0
159,redis.clients.jedis.BinaryJedisCluster.159,0.0
160,redis.clients.jedis.BinaryJedisCluster.169,0.0
161,redis.clients.jedis.BinaryJedisCluster.168,0.0
162,redis.clients.jedis.BinaryJedisCluster.167,0.0
163,redis.clients.jedis.BinaryJedisCluster.166,0.0
164,redis.clients.jedis.BinaryJedisCluster.165,0.0
165,redis.clients.jedis.BinaryJedisCluster.164,0.0
166,redis.clients.jedis.BinaryJedisCluster.59,0.0
167,redis.clients.jedis.BinaryJedisCluster.163,0.0
168,redis.clients.jedis.BinaryJedisCluster.162,0.0
169,redis.clients.jedis.BinaryJedisCluster.58,0.0
170,redis.clients.jedis.BinaryJedisCluster.161,0.0
171,redis.clients.jedis.BinaryJedisCluster.57,0.0
172,redis.clients.jedis.BinaryJedisCluster.160,0.0
173,redis.clients.jedis.BinaryJedisCluster.56,0.0
174,redis.clients.jedis.tests.commands.ClientCommandsTest,1.0
175,redis.clients.jedis.BinaryJedisCluster.55,0.0
176,redis.clients.jedis.BinaryJedisCluster.54,0.0
177,redis.clients.jedis.BinaryJedisCluster.53,0.0
178,redis.clients.jedis.BinaryJedisCluster.52,0.0
179,redis.clients.jedis.BinaryJedisCluster.51,0.0
180,redis.clients.jedis.BinaryJedisCluster.50,0.0
181,redis.clients.jedis.BinaryJedisCluster.60,0.0
182,redis.clients.jedis.BuilderFactory.2,0.0
183,redis.clients.jedis.BuilderFactory.3,0.0
184,redis.clients.jedis.BuilderFactory.1,0.0
185,redis.clients.jedis.util.ShardInfo,0.0
186,redis.clients.jedis.BuilderFactory.8,0.0
187,redis.clients.jedis.BuilderFactory.9,0.0
188,redis.clients.jedis.BuilderFactory.6,0.0
189,redis.clients.jedis.BuilderFactory.7,0.0
190,redis.clients.jedis.BuilderFactory.4,0.0
191,redis.clients.jedis.BuilderFactory.5,0.0
192,redis.clients.jedis.BuilderFactory.18,0.0
193,redis.clients.jedis.BinaryJedisCluster.179,0.0
194,redis.clients.jedis.BuilderFactory.17,0.0
195,redis.clients.jedis.BinaryJedisCluster.178,0.0
196,redis.clients.jedis.BuilderFactory.16,0.0
197,redis.clients.jedis.BinaryJedisCluster.177,0.0
198,redis.clients.jedis.BuilderFactory.15,0.0
199,redis.clients.jedis.BinaryJedisCluster.176,0.0
200,redis.clients.jedis.BinaryJedisCluster.49,0.0
201,redis.clients.jedis.BinaryJedisCluster.175,0.0
202,redis.clients.jedis.tests.ShardedJedisPoolWithCompleteCredentialsTest,0.0
203,redis.clients.jedis.BinaryJedisCluster.174,0.0
204,redis.clients.jedis.BinaryJedisCluster.48,0.0
205,redis.clients.jedis.params.GeoRadiusParam,0.0
206,redis.clients.jedis.BinaryJedisCluster.173,0.0
207,redis.clients.jedis.BinaryJedisCluster.47,0.0
208,redis.clients.jedis.BuilderFactory.19,0.0
209,redis.clients.jedis.tests.commands.ConnectionHandlingCommandsTest,0.0
210,redis.clients.jedis.BinaryJedisCluster.172,0.0
211,redis.clients.jedis.BinaryJedisCluster.46,0.0
212,redis.clients.jedis.BinaryJedisCluster.171,0.0
213,redis.clients.jedis.BinaryJedisCluster.45,0.0
214,redis.clients.jedis.BinaryJedisCluster.170,0.0
215,redis.clients.jedis.BinaryJedisCluster.44,0.0
216,redis.clients.jedis.BinaryJedisCluster.43,0.0
217,redis.clients.jedis.BinaryJedisCluster.42,0.0
218,redis.clients.jedis.BinaryJedisCluster.41,0.0
219,redis.clients.jedis.BinaryJedisCluster.40,0.0
220,redis.clients.jedis.BinaryShardedJedis,0.0
221,redis.clients.jedis.BuilderFactory.10,0.0
222,redis.clients.jedis.BuilderFactory.14,0.0
223,redis.clients.jedis.BuilderFactory.13,0.0
224,redis.clients.jedis.BuilderFactory.12,0.0
225,redis.clients.jedis.util.Sharded,0.0
226,redis.clients.jedis.BuilderFactory.11,0.0
227,redis.clients.jedis.BinaryJedisCluster.4,0.0
228,redis.clients.jedis.BuilderFactory.29,0.0
229,redis.clients.jedis.BinaryJedisCluster.3,0.0
230,redis.clients.jedis.BuilderFactory.28,0.0
231,redis.clients.jedis.BinaryJedisCluster.2,0.0
232,redis.clients.jedis.BinaryJedisCluster.189,0.0
233,redis.clients.jedis.BuilderFactory.27,0.0
234,redis.clients.jedis.tests.commands.ControlCommandsTest,0.0
235,redis.clients.jedis.BinaryJedisCluster.188,0.0
236,redis.clients.jedis.BinaryJedisCluster.1,0.0
237,redis.clients.jedis.BuilderFactory.26,0.0
238,redis.clients.jedis.BinaryJedisCluster.39,0.0
239,redis.clients.jedis.BinaryJedisCluster.187,0.0
240,redis.clients.jedis.BinaryJedisCluster.38,0.0
241,redis.clients.jedis.BinaryJedisCluster.186,0.0
242,redis.clients.jedis.BinaryJedisCluster.185,0.0
243,redis.clients.jedis.BinaryJedisCluster.37,0.0
244,redis.clients.jedis.BinaryJedisCluster.184,0.0
245,redis.clients.jedis.BinaryJedisCluster.36,0.0
246,redis.clients.jedis.commands.MultiKeyCommands,0.0
247,redis.clients.jedis.BinaryJedisCluster.183,0.0
248,redis.clients.jedis.BinaryJedisCluster.35,0.0
249,redis.clients.jedis.JedisSlotBasedConnectionHandler,0.0
250,redis.clients.jedis.tests.commands.TransactionCommandsTest,1.0
251,redis.clients.jedis.BinaryJedisCluster.34,0.0
252,redis.clients.jedis.BinaryJedisCluster.182,0.0
253,redis.clients.jedis.BinaryJedisCluster.181,0.0
254,redis.clients.jedis.BinaryJedisCluster.33,0.0
255,redis.clients.jedis.BinaryJedisCluster.180,0.0
256,redis.clients.jedis.BinaryJedisCluster.32,0.0
257,redis.clients.jedis.BinaryJedisCluster.31,0.0
258,redis.clients.jedis.BinaryJedisCluster.30,0.0
259,redis.clients.jedis.JedisClusterHostAndPortMap,0.0
260,redis.clients.jedis.tests.SSLJedisSentinelPoolTest,0.0
261,redis.clients.jedis.args.Rawable,0.0
262,redis.clients.jedis.BuilderFactory.21,0.0
263,redis.clients.jedis.BuilderFactory.20,0.0
264,redis.clients.jedis.exceptions.JedisClusterOperationException,0.0
265,redis.clients.jedis.BinaryJedisCluster.9,0.0
266,redis.clients.jedis.BinaryJedisCluster.8,0.0
267,redis.clients.jedis.BuilderFactory.25,0.0
268,redis.clients.jedis.BinaryJedisCluster.7,0.0
269,redis.clients.jedis.BuilderFactory.24,0.0
270,redis.clients.jedis.BinaryJedisCluster.6,0.0
271,redis.clients.jedis.BuilderFactory.23,0.0
272,redis.clients.jedis.BinaryJedisCluster.5,0.0
273,redis.clients.jedis.BuilderFactory.22,0.0
274,redis.clients.jedis.tests.JedisPoolWithCompleteCredentialsTest,0.0
275,redis.clients.jedis.BuilderFactory.39,0.0
276,redis.clients.jedis.BuilderFactory.38,0.0
277,redis.clients.jedis.BinaryJedisCluster.29,0.0
278,redis.clients.jedis.BinaryJedisCluster.199,0.0
279,redis.clients.jedis.BuilderFactory.37,0.0
280,redis.clients.jedis.BinaryJedisCluster.28,0.0
281,redis.clients.jedis.BinaryJedisCluster.198,0.0
282,redis.clients.jedis.BinaryJedisCluster.197,0.0
283,redis.clients.jedis.BinaryJedisCluster.27,0.0
284,redis.clients.jedis.BinaryJedisCluster.196,0.0
285,redis.clients.jedis.BinaryJedisCluster.26,0.0
286,redis.clients.jedis.BinaryJedisCluster.195,0.0
287,redis.clients.jedis.BinaryJedisCluster.25,0.0
288,redis.clients.jedis.tests.benchmark.PoolBenchmark,0.0
289,redis.clients.jedis.BinaryJedisCluster.24,0.0
290,redis.clients.jedis.BinaryJedisCluster.194,0.0
291,redis.clients.jedis.BinaryJedisCluster.193,0.0
292,redis.clients.jedis.BinaryJedisCluster.23,0.0
293,redis.clients.jedis.tests.ShardedJedisTest,0.0
294,redis.clients.jedis.BinaryJedisCluster.192,0.0
295,redis.clients.jedis.BinaryJedisCluster.22,0.0
296,redis.clients.jedis.BinaryJedisCluster.191,0.0
297,redis.clients.jedis.BinaryJedisCluster.21,0.0
298,redis.clients.jedis.BinaryJedisCluster.20,0.0
299,redis.clients.jedis.BinaryJedisCluster.190,0.0
300,redis.clients.jedis.BuilderFactory.32,0.0
301,redis.clients.jedis.BuilderFactory.31,0.0
302,redis.clients.jedis.BuilderFactory.30,0.0
303,redis.clients.jedis.BuilderFactory.36,0.0
304,redis.clients.jedis.BuilderFactory.35,0.0
305,redis.clients.jedis.BuilderFactory.34,0.0
306,redis.clients.jedis.BuilderFactory.33,0.0
307,redis.clients.jedis.tests.ExceptionsTest,0.0
308,redis.clients.jedis.tests.SSLJedisClusterWithCompleteCredentialsTest.3,0.0
309,redis.clients.jedis.tests.SSLJedisClusterWithCompleteCredentialsTest.2,0.0
310,redis.clients.jedis.BinaryJedisCluster.19,0.0
311,redis.clients.jedis.BinaryJedisCluster.18,0.0
312,redis.clients.jedis.util.JedisByteHashMap.ByteArrayWrapper,0.0
313,redis.clients.jedis.tests.SSLJedisClusterWithCompleteCredentialsTest.4,0.0
314,redis.clients.jedis.BinaryJedisCluster.17,0.0
315,redis.clients.jedis.BinaryJedisCluster.16,0.0
316,redis.clients.jedis.BinaryJedisCluster.15,0.0
317,redis.clients.jedis.tests.SSLJedisClusterWithCompleteCredentialsTest.1,0.0
318,redis.clients.jedis.BinaryJedisCluster.14,0.0
319,redis.clients.jedis.BinaryJedisCluster.13,0.0
320,redis.clients.jedis.JedisCluster.121,0.0
321,redis.clients.jedis.BinaryJedisCluster.12,0.0
322,redis.clients.jedis.JedisCluster.122,0.0
323,redis.clients.jedis.BinaryJedisCluster.11,0.0
324,redis.clients.jedis.JedisCluster.123,0.0
325,redis.clients.jedis.BinaryJedisCluster.10,0.0
326,redis.clients.jedis.JedisCluster.124,0.0
327,redis.clients.jedis.JedisCluster.120,0.0
328,redis.clients.jedis.JedisCluster.129,0.0
329,redis.clients.jedis.BinaryClient,0.0
330,redis.clients.jedis.JedisSentinelPool.MasterListener,0.0
331,redis.clients.jedis.JedisCluster.125,0.0
332,redis.clients.jedis.JedisCluster.126,0.0
333,redis.clients.jedis.JedisCluster.127,0.0
334,redis.clients.jedis.JedisCluster.128,0.0
335,redis.clients.jedis.JedisCluster.132,0.0
336,redis.clients.jedis.JedisCluster.133,0.0
337,redis.clients.jedis.JedisCluster.134,0.0
338,redis.clients.jedis.JedisCluster.135,0.0
339,redis.clients.jedis.JedisCluster.130,0.0
340,redis.clients.jedis.JedisCluster.131,0.0
341,redis.clients.jedis.tests.ConnectionTest,0.0
342,redis.clients.jedis.tests.SSLJedisClusterTest.LocalhostVerifier,0.0
343,redis.clients.jedis.Protocol.ClusterKeyword,0.0
344,redis.clients.jedis.JedisCluster.136,0.0
345,redis.clients.jedis.JedisCluster.137,0.0
346,redis.clients.jedis.JedisCluster.138,0.0
347,redis.clients.jedis.tests.benchmark.PoolBenchmark.1,0.0
348,redis.clients.jedis.JedisCluster.139,0.0
349,redis.clients.jedis.tests.ModuleTest,0.0
350,redis.clients.jedis.tests.utils.ByteArrayUtil,0.0
351,redis.clients.jedis.StreamPendingSummary,0.0
352,redis.clients.jedis.JedisCluster.143,0.0
353,redis.clients.jedis.JedisCluster.144,0.0
354,redis.clients.jedis.JedisCluster.145,0.0
355,redis.clients.jedis.JedisCluster.146,0.0
356,redis.clients.jedis.JedisCluster.140,0.0
357,redis.clients.jedis.JedisCluster.141,0.0
358,redis.clients.jedis.JedisCluster.142,0.0
359,redis.clients.jedis.JedisCluster.147,0.0
360,redis.clients.jedis.JedisCluster.148,0.0
361,redis.clients.jedis.ShardedJedisPipeline.FutureResult,0.0
362,redis.clients.jedis.JedisCluster.149,0.0
363,redis.clients.jedis.tests.utils.JedisSentinelTestUtil.1,0.0
364,redis.clients.jedis.JedisCluster.154,0.0
365,redis.clients.jedis.JedisCluster.155,0.0
366,redis.clients.jedis.JedisCluster.156,0.0
367,redis.clients.jedis.JedisCluster.157,0.0
368,redis.clients.jedis.JedisCluster.150,0.0
369,redis.clients.jedis.JedisCluster.151,0.0
370,redis.clients.jedis.JedisCluster.152,0.0
371,redis.clients.jedis.JedisCluster.153,0.0
372,redis.clients.jedis.tests.commands.FailoverCommandsTest,0.0
373,redis.clients.jedis.JedisCluster.158,0.0
374,redis.clients.jedis.JedisCluster.159,0.0
375,redis.clients.jedis.HostAndPort,0.0
376,redis.clients.jedis.DefaultJedisSocketFactory,0.0
377,redis.clients.jedis.tests.commands.BinaryValuesCommandsTest,0.0
378,redis.clients.jedis.tests.utils.FailoverAbortedException,0.0
379,redis.clients.jedis.params.XAddParams,0.0
380,redis.clients.jedis.tests.ProtocolTest,0.0
381,redis.clients.jedis.StreamConsumersInfo,0.0
382,redis.clients.jedis.JedisCluster.160,0.0
383,redis.clients.jedis.JedisCluster.165,0.0
384,redis.clients.jedis.JedisCluster.166,0.0
385,redis.clients.jedis.JedisCluster.167,0.0
386,redis.clients.jedis.JedisCluster.168,0.0
387,redis.clients.jedis.JedisCluster.161,0.0
388,redis.clients.jedis.JedisCluster.162,0.0
389,redis.clients.jedis.JedisCluster.163,0.0
390,redis.clients.jedis.JedisCluster.164,0.0
391,redis.clients.jedis.params.MigrateParams,0.0
392,redis.clients.jedis.DefaultJedisClientConfig.Builder,0.0
393,redis.clients.jedis.JedisCluster.169,0.0
394,redis.clients.jedis.tests.commands.SetCommandsTest,0.0
395,redis.clients.jedis.exceptions.JedisConnectionException,0.0
396,redis.clients.jedis.tests.utils.AssertUtil,0.0
397,redis.clients.jedis.args.ClusterFailoverOption,0.0
398,redis.clients.jedis.JedisCluster.170,0.0
399,redis.clients.jedis.JedisCluster.171,0.0
400,redis.clients.jedis.JedisCluster.176,0.0
401,redis.clients.jedis.JedisCluster.177,0.0
402,redis.clients.jedis.JedisCluster.178,0.0
403,redis.clients.jedis.JedisCluster.179,0.0
404,redis.clients.jedis.JedisCluster.172,0.0
405,redis.clients.jedis.JedisCluster.173,0.0
406,redis.clients.jedis.JedisCluster.174,0.0
407,redis.clients.jedis.JedisCluster.175,0.0
408,redis.clients.jedis.resps.KeyedZSetElement,0.0
409,redis.clients.jedis.tests.collections.JedisByteHashMapTest,0.0
410,redis.clients.jedis.params.GeoAddParams,0.0
411,redis.clients.jedis.BinaryJedis.SetFromList,0.0
412,redis.clients.jedis.JedisCluster.180,0.0
413,redis.clients.jedis.JedisCluster.181,0.0
414,redis.clients.jedis.JedisCluster.182,0.0
415,redis.clients.jedis.tests.ShardedJedisPoolTest,0.0
416,redis.clients.jedis.JedisCluster.187,0.0
417,redis.clients.jedis.params.Params,0.0
418,redis.clients.jedis.JedisCluster.188,0.0
419,redis.clients.jedis.params.SetParams,0.0
420,redis.clients.jedis.JedisCluster.189,0.0
421,redis.clients.jedis.JedisCluster.183,0.0
422,redis.clients.jedis.JedisCluster.184,0.0
423,redis.clients.jedis.JedisCluster.185,0.0
424,redis.clients.jedis.JedisCluster.186,0.0
425,redis.clients.jedis.JedisSocketFactory,0.0
426,redis.clients.jedis.BinaryJedisPubSub,0.0
427,redis.clients.jedis.JedisCluster.190,0.0
428,redis.clients.jedis.JedisCluster.191,0.0
429,redis.clients.jedis.JedisCluster.192,0.0
430,redis.clients.jedis.JedisCluster.193,0.0
431,redis.clients.jedis.JedisCluster.198,0.0
432,redis.clients.jedis.JedisCluster.199,0.0
433,redis.clients.jedis.JedisCluster.194,0.0
434,redis.clients.jedis.JedisCluster.195,0.0
435,redis.clients.jedis.JedisCluster.196,0.0
436,redis.clients.jedis.tests.utils.JedisClusterCRC16Test,0.0
437,redis.clients.jedis.JedisCluster.197,0.0
438,redis.clients.jedis.tests.commands.GeoCommandsTest,0.0
439,redis.clients.jedis.JedisCluster.92,0.0
440,redis.clients.jedis.JedisCluster.91,0.0
441,redis.clients.jedis.JedisCluster.94,0.0
442,redis.clients.jedis.JedisCluster.93,0.0
443,redis.clients.jedis.JedisCluster.90,0.0
444,redis.clients.jedis.JedisCluster.89,0.0
445,redis.clients.jedis.JedisCluster.88,0.0
446,redis.clients.jedis.JedisCluster.85,0.0
447,redis.clients.jedis.JedisCluster.84,0.0
448,redis.clients.jedis.JedisCluster.87,0.0
449,redis.clients.jedis.JedisCluster.86,0.0
450,redis.clients.jedis.commands.JedisClusterScriptingCommands,0.0
451,redis.clients.jedis.tests.benchmark.SafeEncoderBenchmark,0.0
452,redis.clients.jedis.JedisCluster.81,0.0
453,redis.clients.jedis.JedisCluster.80,0.0
454,redis.clients.jedis.JedisCluster.83,0.0
455,redis.clients.jedis.JedisCluster.82,0.0
456,redis.clients.jedis.tests.JedisSentinelPoolTest.1CrashingJedisPooledObjectFactory,0.0
457,redis.clients.jedis.JedisCluster.78,0.0
458,redis.clients.jedis.commands.AdvancedJedisCommands,0.0
459,redis.clients.jedis.JedisCluster.77,0.0
460,redis.clients.jedis.JedisCluster.79,0.0
461,redis.clients.jedis.JedisCluster.74,0.0
462,redis.clients.jedis.ScanResult,0.0
463,redis.clients.jedis.JedisCluster.73,0.0
464,redis.clients.jedis.JedisCluster.76,0.0
465,redis.clients.jedis.JedisCluster.75,0.0
466,redis.clients.jedis.JedisClusterCommand,0.0
467,redis.clients.jedis.JedisClientConfig,0.0
468,redis.clients.jedis.util.Hashing.1,0.0
469,redis.clients.jedis.exceptions.JedisAccessControlException,0.0
470,redis.clients.jedis.params.RestoreParams,0.0
471,redis.clients.jedis.tests.utils.RedisVersionUtil,0.0
472,redis.clients.jedis.JedisCluster.99,0.0
473,redis.clients.jedis.commands.RedisPipeline,0.0
474,redis.clients.jedis.JedisCluster.96,0.0
475,redis.clients.jedis.tests.commands.ClusterJedisCommandsTestBase,0.0
476,redis.clients.jedis.JedisCluster.95,0.0
477,redis.clients.jedis.JedisCluster.98,0.0
478,redis.clients.jedis.JedisCluster.97,0.0
479,redis.clients.jedis.util.RedisInputStream,0.0
480,redis.clients.jedis.ClusterReset,0.0
481,redis.clients.jedis.commands.BinaryRedisPipeline,0.0
482,redis.clients.jedis.util.JedisClusterCRC16,0.0
483,redis.clients.jedis.JedisCluster.50,0.0
484,redis.clients.jedis.JedisCluster.45,0.0
485,redis.clients.jedis.JedisCluster.44,0.0
486,redis.clients.jedis.JedisCluster.47,0.0
487,redis.clients.jedis.JedisCluster.46,0.0
488,redis.clients.jedis.JedisCluster.41,0.0
489,redis.clients.jedis.JedisCluster.40,0.0
490,redis.clients.jedis.JedisCluster.43,0.0
491,redis.clients.jedis.JedisCluster.42,0.0
492,redis.clients.jedis.tests.commands.StreamsCommandsTest,0.0
493,redis.clients.jedis.commands.ClusterCommands,0.0
494,redis.clients.jedis.tests.JedisWithCompleteCredentialsTest.1,0.0
